"Mass","C","H","O","N","S","P","El_comp","Class_old","Class","AImod","NOSC","HC","OC","formula_c","formula_h","formula_o","formula_n","formula_s","formula_p","formula"
290.969128895076,15,4,1,2,2,0,"CHONS","ConHC","condensed aromatic",1,0.5333,0.27,0.07,"C15","H4","O1","N2","S2",NA,"C15H4O1N2S2"
291.014647427389,13,8,8,0,0,0,"CHO","ConHC","condensed aromatic",0.6667,0.6154,0.62,0.62,"C13","H8","O8",NA,NA,NA,"C13H8O8"
291.051027694196,14,12,7,0,0,0,"CHO","Lignin","aromatic",0.5238,0.1429,0.86,0.5,"C14","H12","O7",NA,NA,NA,"C14H12O7"
291.087407059441,15,16,6,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4167,-0.2667,1.07,0.4,"C15","H16","O6",NA,NA,NA,"C15H16O6"
291.123809870031,16,20,5,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3333,-0.625,1.25,0.31,"C16","H20","O5",NA,NA,NA,"C16H20O5"
291.160134299635,17,24,4,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2667,-0.9412,1.41,0.24,"C17","H24","O4",NA,NA,NA,"C17H24O4"
291.160302288233,17,24,4,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2667,-0.9412,1.41,0.24,"C17","H24","O4",NA,NA,NA,"C17H24O4"
291.196573184572,18,28,3,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.2121,-1.2222,1.56,0.17,"C18","H28","O3",NA,NA,NA,"C18H28O3"
291.953246627415,15,3,2,1,2,0,"CHONS","ConHC","condensed aromatic",1,0.5333,0.2,0.13,"C15","H3","O2","N1","S2",NA,"C15H3O2N1S2"
292.069511243538,11,21,2,1,1,2,"CHONSP","Lipid","aliphatic+N",-0.3333,-1.0909,1.91,0.18,"C11","H21","O2","N1","S1","P2","C11H21O2N1S1P2"
292.993880340724,12,6,9,0,0,0,"CHO","ConHC","condensed aromatic",0.7333,1,0.5,0.75,"C12","H6","O9",NA,NA,NA,"C12H6O9"
293.030296663501,13,10,8,0,0,0,"CHO","ConHC","aromatic",0.5556,0.4615,0.77,0.62,"C13","H10","O8",NA,NA,NA,"C13H10O8"
293.03370510283,10,14,8,0,1,0,"CHOS","Tannin","unsaturated/lignin",-0.2,0.4,1.4,0.8,"C10","H14","O8",NA,"S1",NA,"C10H14O8S1"
293.066668930536,14,14,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4286,0,1,0.5,"C14","H14","O7",NA,NA,NA,"C14H14O7"
293.103043789412,15,18,6,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3333,-0.4,1.2,0.4,"C15","H18","O6",NA,NA,NA,"C15H18O6"
293.139458624638,16,22,5,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2593,-0.75,1.38,0.31,"C16","H22","O5",NA,NA,NA,"C16H22O5"
293.171871484114,12,26,6,2,0,0,"CHON","Protein","saturated",-0.5714,-0.6667,2.17,0.5,"C12","H26","O6","N2",NA,NA,"C12H26O6N2"
293.175864873866,17,26,4,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.2,-1.0588,1.53,0.24,"C17","H26","O4",NA,NA,NA,"C17H26O4"
293.179235982436,14,30,4,0,1,0,"CHOS","Lipid","saturated",-0.2727,-1.4286,2.14,0.29,"C14","H30","O4",NA,"S1",NA,"C14H30O4S1"
293.989070408966,11,5,9,1,0,0,"CHON","ConHC","condensed aromatic",0.8182,1.4545,0.45,0.82,"C11","H5","O9","N1",NA,NA,"C11H5O9N1"
294.012368456474,9,15,4,1,1,2,"CHONSP","Protein","aliphatic+N",-0.6667,-0.2222,1.67,0.44,"C9","H15","O4","N1","S1","P2","C9H15O4N1S1P2"
295.009506445545,12,8,9,0,0,0,"CHO","ConHC","aromatic",0.6,0.8333,0.67,0.75,"C12","H8","O9",NA,NA,NA,"C12H8O9"
295.024757494608,16,8,6,0,0,0,"CHO","ConHC","condensed aromatic",0.7692,0.25,0.5,0.38,"C16","H8","O6",NA,NA,NA,"C16H8O6"
295.044778343023,17,14,1,0,0,2,"CHOP","UnsatHC","aromatic",0.6552,-0.7059,0.82,0.06,"C17","H14","O1",NA,NA,"P2","C17H14O1P2"
295.045938646105,13,12,8,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4444,0.3077,0.92,0.62,"C13","H12","O8",NA,NA,NA,"C13H12O8"
295.054692274311,16,12,2,2,1,0,"CHONS","ConHC","condensed aromatic",0.6667,0,0.75,0.12,"C16","H12","O2","N2","S1",NA,"C16H12O2N2S1"
295.06118254866,17,12,5,0,0,0,"CHO","ConHC","aromatic",0.6552,-0.1176,0.71,0.29,"C17","H12","O5",NA,NA,NA,"C17H12O5"
295.082340424591,14,16,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3333,-0.1429,1.14,0.5,"C14","H16","O7",NA,NA,NA,"C14H16O7"
295.118721480062,15,20,6,0,0,0,"CHO","Lignin","unsaturated/lignin",0.25,-0.5333,1.33,0.4,"C15","H20","O6",NA,NA,NA,"C15H20O6"
295.155053119819,16,24,5,0,0,0,"CHO","Protein","unsaturated aliphatic",0.1852,-0.875,1.5,0.31,"C16","H24","O5",NA,NA,NA,"C16H24O5"
295.155221515871,16,24,5,0,0,0,"CHO","Protein","unsaturated aliphatic",0.1852,-0.875,1.5,0.31,"C16","H24","O5",NA,NA,NA,"C16H24O5"
295.181671691776,19,24,1,2,0,0,"CHON","UnsatHC","unsaturated/lignin",0.3939,-0.8421,1.26,0.05,"C19","H24","O1","N2",NA,NA,"C19H24O1N2"
295.98366175863,14,3,7,1,0,0,"CHON","ConHC","condensed aromatic",1,1,0.21,0.5,"C14","H3","O7","N1",NA,NA,"C14H3O7N1"
297.004137276325,15,6,7,0,0,0,"CHO","ConHC","condensed aromatic",0.8261,0.5333,0.4,0.47,"C15","H6","O7",NA,NA,NA,"C15H6O7"
297.0251843469,12,10,9,0,0,0,"CHO","Tannin","unsaturated/lignin",0.4667,0.6667,0.83,0.75,"C12","H10","O9",NA,NA,NA,"C12H10O9"
297.040452633913,16,10,6,0,0,0,"CHO","ConHC","condensed aromatic",0.6923,0.125,0.62,0.38,"C16","H10","O6",NA,NA,NA,"C16H10O6"
297.061596454022,13,14,8,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3333,0.1538,1.08,0.62,"C13","H14","O8",NA,NA,NA,"C13H14O8"
297.07680997951,17,14,5,0,0,0,"CHO","Lignin","aromatic",0.5862,-0.2353,0.82,0.29,"C17","H14","O5",NA,NA,NA,"C17H14O5"
297.09797323474,14,18,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2381,-0.2857,1.29,0.5,"C14","H18","O7",NA,NA,NA,"C14H18O7"
297.112721073208,10,22,6,2,1,0,"CHONS","Other","saturated",-1.25,-0.2,2.2,0.6,"C10","H22","O6","N2","S1",NA,"C10H22O6N2S1"
297.113277272094,18,18,4,0,0,0,"CHO","Lignin","unsaturated/lignin",0.5,-0.5556,1,0.22,"C18","H18","O4",NA,NA,NA,"C18H18O4"
297.134353479174,15,22,6,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1667,-0.6667,1.47,0.4,"C15","H22","O6",NA,NA,NA,"C15H22O6"
297.150254483239,11,28,3,2,0,2,"CHONP","Other","saturated",-1,-1.4545,2.55,0.27,"C11","H28","O3","N2",NA,"P2","C11H28O3N2P2"
297.152970334403,16,26,3,0,1,0,"CHOS","Lipid","unsaturated aliphatic",0.1111,-1.125,1.62,0.19,"C16","H26","O3",NA,"S1",NA,"C16H26O3S1"
297.155394944756,12,26,8,0,0,0,"CHO","AminoSugar","saturated",-0.5,-0.8333,2.17,0.67,"C12","H26","O8",NA,NA,NA,"C12H26O8"
297.170748605883,16,26,5,0,0,0,"CHO","Protein","unsaturated aliphatic",0.1111,-1,1.62,0.31,"C16","H26","O5",NA,NA,NA,"C16H26O5"
297.185968367125,20,26,2,0,0,0,"CHO","UnsatHC","unsaturated/lignin",0.3684,-1.1,1.3,0.1,"C20","H26","O2",NA,NA,NA,"C20H26O2"
297.243486184193,18,34,3,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.0303,-1.5556,1.89,0.17,"C18","H34","O3",NA,NA,NA,"C18H34O3"
298.015546838295,8,14,7,1,1,1,"CHONSP","Carb","aliphatic+N",-2.3333,0.625,1.75,0.88,"C8","H14","O7","N1","S1","P1","C8H14O7N1S1P1"
298.093214471803,13,17,7,1,0,0,"CHON","Lignin","unsaturated/lignin",0.1765,0,1.31,0.54,"C13","H17","O7","N1",NA,NA,"C13H17O7N1"
298.125603640095,9,21,8,3,0,0,"CHON","Other","saturated",-3,0.4444,2.33,0.89,"C9","H21","O8","N3",NA,NA,"C9H21O8N3"
299.017164163886,19,8,2,0,1,0,"CHOS","ConHC","condensed aromatic",0.8235,-0.1053,0.42,0.11,"C19","H8","O2",NA,"S1",NA,"C19H8O2S1"
299.019717035913,15,8,7,0,0,0,"CHO","ConHC","condensed aromatic",0.7391,0.4,0.53,0.47,"C15","H8","O7",NA,NA,NA,"C15H8O7"
299.026372795916,9,16,7,0,2,0,"CHOS","Carb","unsaturated aliphatic",-1,0.2222,1.78,0.78,"C9","H16","O7",NA,"S2",NA,"C9H16O7S2"
299.039539521208,16,14,2,0,0,2,"CHOP","Lignin","aromatic",0.6154,-0.625,0.88,0.12,"C16","H14","O2",NA,NA,"P2","C16H14O2P2"
299.040840633817,12,12,9,0,0,0,"CHO","Tannin","unsaturated/lignin",0.3333,0.5,1,0.75,"C12","H12","O9",NA,NA,NA,"C12H12O9"
299.05548400689,8,16,8,2,1,0,"CHONS","Carb","saturated",-5,1,2,1,"C8","H16","O8","N2","S1",NA,"C8H16O8N2S1"
299.056099095599,16,12,6,0,0,0,"CHO","ConHC","aromatic",0.6154,0,0.75,0.38,"C16","H12","O6",NA,NA,NA,"C16H12O6"
299.075983662811,17,18,1,0,0,2,"CHOP","UnsatHC","aromatic",0.5172,-0.9412,1.06,0.06,"C17","H18","O1",NA,NA,"P2","C17H18O1P2"
299.077257937643,13,16,8,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2222,0,1.23,0.62,"C13","H16","O8",NA,NA,NA,"C13H16O8"
299.087665104558,14,21,3,0,1,1,"CHOSP","Lipid","unsaturated aliphatic",0.1429,-0.9286,1.5,0.21,"C14","H21","O3",NA,"S1","P1","C14H21O3S1P1"
299.091749544722,9,20,7,2,1,0,"CHONS","Other","saturated",-2.2,0.2222,2.22,0.78,"C9","H20","O7","N2","S1",NA,"C9H20O7N2S1"
299.092506891698,17,16,5,0,0,0,"CHO","Lignin","aromatic",0.5172,-0.3529,0.94,0.29,"C17","H16","O5",NA,NA,NA,"C17H16O5"
299.113595107446,14,20,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1429,-0.4286,1.43,0.5,"C14","H20","O7",NA,NA,NA,"C14H20O7"
299.149990207648,15,24,6,0,0,0,"CHO","Protein","unsaturated aliphatic",0.0833,-0.8,1.6,0.4,"C15","H24","O6",NA,NA,NA,"C15H24O6"
299.165291904756,19,24,3,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3714,-0.9474,1.26,0.16,"C19","H24","O3",NA,NA,NA,"C19H24O3"
299.186411506065,16,28,5,0,0,0,"CHO","Protein","unsaturated aliphatic",0.037,-1.125,1.75,0.31,"C16","H28","O5",NA,NA,NA,"C16H28O5"
299.189423931625,15,29,2,2,0,1,"CHONP","Lipid","aliphatic+N",-0.0909,-1.2667,1.93,0.13,"C15","H29","O2","N2",NA,"P1","C15H29O2N2P1"
299.222676532137,17,32,4,0,0,0,"CHO","Lipid","unsaturated aliphatic",0,-1.4118,1.88,0.24,"C17","H32","O4",NA,NA,NA,"C17H32O4"
299.259080974785,18,36,3,0,0,0,"CHO","Lipid","saturated",-0.0303,-1.6667,2,0.17,"C18","H36","O3",NA,NA,NA,"C18H36O3"
299.967909185241,17,4,1,1,1,1,"CHONSP","ConHC","condensed aromatic",1,0.1765,0.24,0.06,"C17","H4","O1","N1","S1","P1","C17H4O1N1S1P1"
300.012336487264,18,7,2,1,1,0,"CHONS","ConHC","condensed aromatic",0.8667,0.1111,0.39,0.11,"C18","H7","O2","N1","S1",NA,"C18H7O2N1S1"
300.01337546065,8,16,5,1,2,1,"CHONSP","AminoSugar","saturated",-3,0.125,2,0.62,"C8","H16","O5","N1","S2","P1","C8H16O5N1S2P1"
300.152398167762,18,24,1,1,0,1,"CHONP","UnsatHC","unsaturated/lignin",0.3548,-1.0556,1.33,0.06,"C18","H24","O1","N1",NA,"P1","C18H24O1N1P1"
300.984235440816,13,7,3,2,1,1,"CHONSP","ConHC","condensed aromatic",0.8667,0.5385,0.54,0.23,"C13","H7","O3","N2","S1","P1","C13H7O3N2S1P1"
300.999005964116,14,6,8,0,0,0,"CHO","ConHC","condensed aromatic",0.8,0.7143,0.43,0.57,"C14","H6","O8",NA,NA,NA,"C14H6O8"
301.000499296466,7,16,3,2,2,2,"CHONSP","Protein","condensed aromatic",11,0,2.29,0.43,"C7","H16","O3","N2","S2","P2","C7H16O3N2S2P2"
301.034022350451,9,19,5,0,2,1,"CHOSP","AminoSugar","saturated",-1.2857,-0.5556,2.11,0.56,"C9","H19","O5",NA,"S2","P1","C9H19O5S2P1"
301.035372139396,15,10,7,0,0,0,"CHO","ConHC","aromatic",0.6522,0.2667,0.67,0.47,"C15","H10","O7",NA,NA,NA,"C15H10O7"
301.056496520842,12,14,9,0,0,0,"CHO","Tannin","unsaturated/lignin",0.2,0.3333,1.17,0.75,"C12","H14","O9",NA,NA,NA,"C12H14O9"
301.056656113795,12,14,9,0,0,0,"CHO","Tannin","unsaturated/lignin",0.2,0.3333,1.17,0.75,"C12","H14","O9",NA,NA,NA,"C12H14O9"
301.069756509226,12,20,1,2,1,2,"CHONSP","Lipid","aliphatic+N",-0.0769,-0.8333,1.67,0.08,"C12","H20","O1","N2","S1","P2","C12H20O1N2S1P2"
301.071745767055,16,14,6,0,0,0,"CHO","Lignin","aromatic",0.5385,-0.125,0.88,0.38,"C16","H14","O6",NA,NA,NA,"C16H14O6"
301.071897591135,16,14,6,0,0,0,"CHO","Lignin","aromatic",0.5385,-0.125,0.88,0.38,"C16","H14","O6",NA,NA,NA,"C16H14O6"
301.092887678415,13,18,8,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1111,-0.1538,1.38,0.62,"C13","H18","O8",NA,NA,NA,"C13H18O8"
301.093905744677,14,22,3,0,2,0,"CHOS","Lipid","unsaturated aliphatic",0.0476,-0.8571,1.57,0.21,"C14","H22","O3",NA,"S2",NA,"C14H22O3S2"
301.107394672534,9,22,7,2,1,0,"CHONS","Other","saturated",-2.6,0,2.44,0.78,"C9","H22","O7","N2","S1",NA,"C9H22O7N2S1"
301.108144968734,17,18,5,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4483,-0.4706,1.06,0.29,"C17","H18","O5",NA,NA,NA,"C17H18O5"
301.12925339227,14,22,7,0,0,0,"CHO","Protein","unsaturated aliphatic",0.0476,-0.5714,1.57,0.5,"C14","H22","O7",NA,NA,NA,"C14H22O7"
301.144521937504,18,22,4,0,0,0,"CHO","Lignin","unsaturated/lignin",0.375,-0.7778,1.22,0.22,"C18","H22","O4",NA,NA,NA,"C18H22O4"
301.165667852166,15,26,6,0,0,0,"CHO","Protein","unsaturated aliphatic",0,-0.9333,1.73,0.4,"C15","H26","O6",NA,NA,NA,"C15H26O6"
301.180872335625,19,26,3,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3143,-1.0526,1.37,0.16,"C19","H26","O3",NA,NA,NA,"C19H26O3"
301.2021263013,16,30,5,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.037,-1.25,1.88,0.31,"C16","H30","O5",NA,NA,NA,"C16H30O5"
301.238573813919,17,34,4,0,0,0,"CHO","Lipid","saturated",-0.0667,-1.5294,2,0.24,"C17","H34","O4",NA,NA,NA,"C17H34O4"
302.091182648231,11,18,5,3,0,1,"CHONP","Protein","aliphatic+N",-0.3333,0.0909,1.64,0.45,"C11","H18","O5","N3",NA,"P1","C11H18O5N3P1"
302.139838829573,17,21,4,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3571,-0.5882,1.24,0.24,"C17","H21","O4","N1",NA,NA,"C17H21O4N1"
302.172027880961,13,25,5,3,0,0,"CHON","Protein","aliphatic+N",-0.3333,-0.4615,1.92,0.38,"C13","H25","O5","N3",NA,NA,"C13H25O5N3"
