"pF","vol_water_perc","source","treatment","texture","kPa","perc_sat"
6.579,7.92,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",379314.98,9.15
6.599,7.91,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",397191.55,9.14
6.619,7.9,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",415910.61,9.13
6.639,7.89,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",435511.87,9.12
6.659,7.88,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",456036.92,9.1
6.679,7.87,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",477529.27,9.09
6.699,7.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",500034.53,9.08
6.719,7.85,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",523600.44,9.07
6.739,7.85,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",548276.96,9.07
6.76,7.84,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",575439.94,9.06
6.78,7.83,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",602559.59,9.05
6.8,7.82,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",630957.34,9.04
6.82,7.81,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",660693.45,9.02
6.84,7.81,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",691830.97,9.02
6.86,7.8,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",724435.96,9.01
6.88,7.79,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",758577.58,9
6.9,7.78,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",794328.23,8.99
6.92,7.78,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",831763.77,8.99
6.94,7.77,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",870963.59,8.98
6.96,7.76,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",912010.84,8.97
6.98,7.75,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",954992.59,8.95
7,7.75,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1e+06,8.95
0.006,72.62,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.1,83.91
0.026,72.62,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.11,83.91
0.046,72.61,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.11,83.89
0.066,72.6,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.12,83.88
0.086,72.59,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.12,83.87
0.106,72.58,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.13,83.86
0.126,72.56,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.13,83.84
0.146,72.55,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.14,83.82
0.166,72.54,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.15,83.81
0.186,72.52,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.15,83.79
0.206,72.51,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.16,83.78
0.226,72.49,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.17,83.76
0.246,72.48,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.18,83.74
0.267,72.46,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.18,83.72
0.287,72.44,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.19,83.7
0.307,72.42,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.2,83.67
0.327,72.4,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.21,83.65
0.347,72.38,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.22,83.63
0.367,72.35,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.23,83.59
0.387,72.33,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.24,83.57
0.407,72.3,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.26,83.54
0.427,72.27,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.27,83.5
0.447,72.24,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.28,83.47
0.467,72.21,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.29,83.43
0.487,72.18,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.31,83.4
0.507,72.14,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.32,83.35
0.527,72.1,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.34,83.3
0.547,72.06,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.35,83.26
0.567,72.02,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.37,83.21
0.587,71.97,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.39,83.15
0.607,71.92,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.4,83.1
0.627,71.87,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.42,83.04
0.647,71.82,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.44,82.98
0.667,71.76,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.46,82.91
0.687,71.7,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.49,82.84
0.707,71.64,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.51,82.77
0.727,71.57,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.53,82.69
0.747,71.5,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.56,82.61
0.768,71.42,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.59,82.52
0.788,71.34,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.61,82.43
0.808,71.26,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.64,82.33
0.828,71.17,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.67,82.23
0.848,71.08,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.7,82.13
0.868,70.98,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.74,82.01
0.888,70.87,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.77,81.88
0.908,70.76,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.81,81.76
0.928,70.65,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.85,81.63
0.948,70.52,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.89,81.48
0.968,70.39,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.93,81.33
0.988,70.26,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",0.97,81.18
1.008,70.12,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.02,81.02
1.028,69.97,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.07,80.84
1.048,69.81,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.12,80.66
1.068,69.64,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.17,80.46
1.088,69.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.22,80.27
1.108,69.29,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.28,80.06
1.128,69.1,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.34,79.84
1.148,68.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.41,79.61
1.168,68.69,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.47,79.36
1.188,68.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.54,79.11
1.208,68.24,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.61,78.84
1.228,68,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.69,78.57
1.248,67.75,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.77,78.28
1.269,67.49,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.86,77.98
1.289,67.22,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1.95,77.67
1.309,66.94,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.04,77.34
1.329,66.65,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.13,77.01
1.349,66.34,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.23,76.65
1.369,66.03,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.34,76.29
1.389,65.7,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.45,75.91
1.409,65.37,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.56,75.53
1.429,65.02,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.69,75.12
1.449,64.66,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.81,74.71
1.469,64.28,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2.94,74.27
1.489,63.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3.08,73.83
1.509,63.5,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3.23,73.37
1.529,63.1,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3.38,72.91
1.549,62.68,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3.54,72.42
1.569,62.25,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3.71,71.92
1.589,61.81,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3.88,71.42
1.609,61.36,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4.06,70.9
1.629,60.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4.26,70.36
1.649,60.43,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4.46,69.82
1.669,59.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4.67,69.27
1.689,59.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4.89,68.71
1.709,58.97,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",5.12,68.13
1.729,58.46,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",5.36,67.54
1.749,57.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",5.61,66.96
1.77,57.43,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",5.89,66.35
1.79,56.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",6.17,65.74
1.81,56.36,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",6.46,65.12
1.83,55.82,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",6.76,64.49
1.85,55.28,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",7.08,63.87
1.87,54.72,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",7.41,63.22
1.89,54.17,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",7.76,62.59
1.91,53.61,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",8.13,61.94
1.93,53.04,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",8.51,61.28
1.95,52.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",8.91,60.62
1.97,51.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",9.33,59.97
1.99,51.33,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",9.77,59.31
2.01,50.76,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",10.23,58.65
2.03,50.18,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",10.72,57.98
2.05,49.61,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",11.22,57.32
2.07,49.03,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",11.75,56.65
2.09,48.45,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",12.3,55.98
2.11,47.88,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",12.88,55.32
2.13,47.3,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",13.49,54.65
2.15,46.73,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",14.13,53.99
2.17,46.16,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",14.79,53.33
2.19,45.59,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",15.49,52.67
2.21,45.02,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",16.22,52.02
2.23,44.45,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",16.98,51.36
2.251,43.89,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",17.82,50.71
2.271,43.33,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",18.66,50.06
2.291,42.77,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",19.54,49.42
2.311,42.22,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",20.46,48.78
2.331,41.67,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",21.43,48.15
2.351,41.13,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",22.44,47.52
2.371,40.59,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",23.5,46.9
2.391,40.05,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",24.6,46.27
2.411,39.52,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",25.76,45.66
2.431,38.99,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",26.98,45.05
2.451,38.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",28.25,44.45
2.471,37.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",29.58,43.85
2.491,37.43,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",30.97,43.25
2.511,36.93,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",32.43,42.67
2.531,36.42,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",33.96,42.08
2.551,35.93,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",35.56,41.51
2.571,35.43,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",37.24,40.94
2.591,34.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",38.99,40.38
2.611,34.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",40.83,39.83
2.631,33.99,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",42.76,39.27
2.651,33.52,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",44.77,38.73
2.671,33.05,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",46.88,38.19
2.691,32.59,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",49.09,37.65
2.711,32.14,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",51.4,37.13
2.731,31.69,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",53.83,36.61
2.752,31.25,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",56.49,36.11
2.772,30.81,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",59.16,35.6
2.792,30.38,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",61.94,35.1
2.812,29.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",64.86,34.6
2.832,29.53,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",67.92,34.12
2.852,29.11,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",71.12,33.63
2.872,28.7,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",74.47,33.16
2.892,28.3,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",77.98,32.7
2.912,27.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",81.66,32.24
2.932,27.5,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",85.51,31.77
2.952,27.11,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",89.54,31.32
2.972,26.73,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",93.76,30.88
2.992,26.35,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",98.17,30.44
3.012,25.97,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",102.8,30.01
3.032,25.6,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",107.65,29.58
3.052,25.24,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",112.72,29.16
3.072,24.88,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",118.03,28.75
3.092,24.53,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",123.59,28.34
3.112,24.18,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",129.42,27.94
3.132,23.83,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",135.52,27.53
3.152,23.49,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",141.91,27.14
3.172,23.16,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",148.59,26.76
3.192,22.83,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",155.6,26.38
3.212,22.5,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",162.93,26
3.232,22.18,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",170.61,25.63
3.253,21.86,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",179.06,25.26
3.273,21.55,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",187.5,24.9
3.293,21.24,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",196.34,24.54
3.313,20.94,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",205.59,24.19
3.333,20.64,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",215.28,23.85
3.353,20.35,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",225.42,23.51
3.373,20.06,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",236.05,23.18
3.393,19.77,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",247.17,22.84
3.413,19.49,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",258.82,22.52
3.433,19.21,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",271.02,22.2
3.453,18.93,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",283.79,21.87
3.473,18.66,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",297.17,21.56
3.493,18.39,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",311.17,21.25
3.513,18.13,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",325.84,20.95
3.533,17.87,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",341.19,20.65
3.553,17.62,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",357.27,20.36
3.573,17.36,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",374.11,20.06
3.593,17.12,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",391.74,19.78
3.613,16.87,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",410.2,19.49
3.633,16.63,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",429.54,19.21
3.653,16.39,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",449.78,18.94
3.673,16.16,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",470.98,18.67
3.693,15.93,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",493.17,18.41
3.713,15.7,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",516.42,18.14
3.733,15.48,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",540.75,17.89
3.754,15.25,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",567.54,17.62
3.774,15.04,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",594.29,17.38
3.794,14.82,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",622.3,17.12
3.814,14.61,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",651.63,16.88
3.834,14.4,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",682.34,16.64
3.854,14.2,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",714.5,16.41
3.874,13.99,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",748.17,16.16
3.894,13.79,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",783.43,15.93
3.914,13.6,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",820.35,15.71
3.934,13.4,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",859.01,15.48
3.954,13.21,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",899.5,15.26
3.974,13.02,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",941.89,15.04
3.994,12.84,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",986.28,14.84
4.014,12.65,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1032.76,14.62
4.034,12.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1081.43,14.41
4.054,12.3,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1132.4,14.21
4.074,12.12,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1185.77,14
4.094,11.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1241.65,13.81
4.114,11.78,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1300.17,13.61
4.134,11.61,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1361.44,13.41
4.154,11.44,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1425.61,13.22
4.174,11.28,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1492.79,13.03
4.194,11.12,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1563.15,12.85
4.214,10.96,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1636.82,12.66
4.234,10.81,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1713.96,12.49
4.255,10.65,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1798.87,12.31
4.275,10.5,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1883.65,12.13
4.295,10.35,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1972.42,11.96
4.315,10.21,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2065.38,11.8
4.335,10.06,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2162.72,11.62
4.355,9.92,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2264.64,11.46
4.375,9.78,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2371.37,11.3
4.395,9.64,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2483.13,11.14
4.415,9.5,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2600.16,10.98
4.435,9.37,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2722.7,10.83
4.455,9.23,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2851.02,10.66
4.475,9.1,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",2985.38,10.51
4.495,8.98,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3126.08,10.38
4.515,8.85,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3273.41,10.23
4.535,8.72,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3427.68,10.08
4.555,8.6,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3589.22,9.94
4.575,8.48,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3758.37,9.8
4.595,8.36,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",3935.5,9.66
4.615,8.24,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4120.98,9.52
4.635,8.12,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4315.19,9.38
4.655,8.01,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4518.56,9.25
4.675,7.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4731.51,9.13
4.695,7.78,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",4954.5,8.99
4.715,7.68,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",5188,8.87
4.735,7.57,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",5432.5,8.75
4.756,7.46,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",5701.64,8.62
4.776,7.36,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",5970.35,8.5
4.796,7.25,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",6251.73,8.38
4.816,7.15,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",6546.36,8.26
4.836,7.05,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",6854.88,8.15
4.856,6.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",7177.94,8.03
4.876,6.85,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",7516.23,7.91
4.896,6.76,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",7870.46,7.81
4.916,6.66,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",8241.38,7.69
4.936,6.57,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",8629.79,7.59
4.956,6.48,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",9036.49,7.49
4.976,6.39,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",9462.37,7.38
4.996,6.3,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",9908.32,7.28
5.016,6.21,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",10375.28,7.18
