Core,ppm,Intensity,Width,Area,Flags
99,1.06,1.1,0.83,12.67,None
99,1.06,0.2,1.97,5.14,None
99,1.05,0.7,1.4,13.93,None
99,1.05,0.5,0.8,5.51,None
99,1.04,0.3,2.32,7.47,None
100,1.91,1,0.95,10.68,None
100,1.75,0.1,1.36,0.85,None
100,1.41,0.2,3.38,10.07,None
100,1.39,0.2,4.55,9.43,None
37,2.24,0.1,1.36,1.83,None
38,2.24,0.1,1.26,1.42,None
38,2.13,0.1,0.81,0.68,None
38,2.12,0.1,0.95,0.84,None
38,2.08,0.2,0.96,2.15,None
38,1.91,0.9,1.1,11.8,None
38,1.75,0.1,1.51,1.1,None
39,1.04,0.6,1.57,13.42,None
39,1.04,0.4,1.11,5.83,None
39,1.03,0.2,2.2,4.8,None
39,1.03,0.6,1.92,17.52,None
39,1.02,0.1,4.19,4.88,None
39,0.87,0.1,10.75,12.6,None
39,0.86,0.1,2.31,2.13,None
39,0.85,0.1,3.73,6.78,None
39,0.85,0.1,2.89,4.38,None
39,0.84,0.1,4.01,7.8,None
39,0.83,0.1,5.25,5.82,None
39,0.82,0.1,3.78,2.56,None
40,1.03,0.5,1.98,14.92,None
40,1.02,0.1,3.25,3.77,None
40,0.87,0.1,14.15,19.61,None
40,0.86,0.1,2.59,3.36,None
40,0.85,0.1,2.93,4.22,None
40,0.85,0.2,4.21,10.6,None
40,0.84,0.2,3.41,7.75,None
40,0.83,0.1,4.49,5.93,None
40,0.81,0.1,23.95,35.99,None
41,1.03,0.8,1.85,18.46,None
41,1.02,0.1,3.86,3.46,None
41,0.87,0.1,9.14,11.13,None
41,0.86,0.1,2.65,3.87,None
41,0.85,0.2,2.82,6.32,None
41,0.85,0.2,3.67,7.82,None
41,0.84,0.2,3.49,8.03,None
41,0.83,0.1,3.77,4.45,None
41,0.82,0.1,4.69,4.81,None
41,0.81,0.1,4.36,2.97,None
41,0.8,0.1,4.08,3.61,None
44,1.03,1.1,2.91,41.94,None
44,1.01,0.1,1.89,2.2,None
44,1,0.1,1.61,2.04,None
44,0.87,0.1,23.14,30.95,None
44,0.85,0.1,1.85,1.34,None
44,0.85,0.1,2.18,2.15,None
44,0.85,0.1,2.83,2.51,None
44,0.84,0.1,3.51,4.91,None
44,0.82,0.1,19.54,24.25,None
91,1.4,0.1,4.98,8.26,None
91,1.38,0.1,5.13,7.33,None
91,1.25,0.1,32.44,33.17,None
91,1.25,0.1,6.48,7.1,None
91,1.24,0.2,4.08,8.92,None
91,1.23,0.3,3.71,13.18,None
91,1.14,0.1,4.25,2.66,None
91,1.11,0.2,1.13,2.25,None
91,1.09,0.4,1.46,6.56,None
91,1.07,0.4,1.38,6.05,None
91,1.04,1.5,3.58,59.48,None
91,1.03,1.4,3.77,62.54,None
91,1.01,0.2,2.41,4.96,None
91,1,0.1,3.02,2.48,None
91,1,0.2,2.08,4.05,None
91,0.87,0.1,13.99,14.91,None
91,0.85,0.1,4.66,6.83,None
97,1.75,0.1,1.38,0.95,None
97,1.27,0.1,157.24,138.55,None
97,1.25,0.1,24.3,27.97,None
97,1.24,0.1,6.08,9.29,None
97,1.23,0.2,3.42,9.46,None
97,1.14,0.1,3.74,2.47,None
97,1.11,0.2,1,2.75,None
97,1.09,0.2,1.22,2.72,None
97,1.07,0.1,1.23,1.89,None
97,1.07,0.7,0.87,7.24,None
97,1.05,1.3,0.82,13.37,None
97,1.05,0.3,2.7,10.73,None
97,1.04,0.8,1.26,14.32,None
97,1.04,0.7,0.9,7.4,None
97,1.03,0.8,1.44,16.87,None
97,1.02,0.1,2.18,1.69,None
99,1.04,0.6,1.22,10.48,None
99,0.88,0.1,7.55,5.66,None
99,0.87,0.1,2.6,4,None
99,0.86,0.1,2.32,2.65,None
99,0.86,0.1,2.93,3,None
99,0.86,0.1,3.09,5.22,None
99,0.85,0.1,4.46,7.73,None
99,0.83,0.1,6.55,6.17,None
100,1.25,0.1,24.51,40.06,None
100,1.24,0.2,6.52,19.58,None
100,1.23,0.2,2.81,7.71,None
100,1.15,0.1,3.55,2.37,None
100,1.11,0.2,0.96,2.28,None
100,1.09,0.2,1.19,3.36,None
100,1.07,0.2,1.16,2.67,None
100,1.07,0.5,0.93,6.34,None
100,1.05,1,0.87,10.34,None
100,1.04,1.7,2.77,59.96,None
100,1.04,0.5,0.83,5.08,None
100,1.03,1.6,2.84,59.13,None
100,1.01,0.1,2.05,3.48,None
100,1,0.1,1.83,3.42,None
100,0.87,0.1,7.05,5.57,None
100,0.86,0.1,3.74,4.13,None
100,0.85,0.1,2.31,3.72,None
37,2.13,0.1,0.85,0.74,None
37,2.12,0.1,0.92,0.93,None
37,2.09,0.1,1.47,1.14,None
37,2.08,0.3,0.93,3.11,None
37,2.07,0.1,1.57,1.24,None
37,1.91,1.1,1.09,14.19,None
37,1.82,0.1,2.11,1.52,None
37,1.75,0.1,1.45,1.66,None
38,1.25,0.1,12.6,10.24,None
38,1.24,0.1,6.55,8.88,None
38,1.23,0.2,4.14,10.24,None
38,1.11,0.2,1.19,3.29,None
38,1.09,0.3,1.43,6.62,None
38,1.07,0.3,1.45,5.64,None
38,1.07,0.6,0.9,6.46,None
38,1.05,1.2,0.99,15.11,None
38,1.05,0.2,1.9,4.66,None
38,1.04,0.7,1.33,12.74,None
38,1.04,0.6,1.14,9.52,None
38,1.03,0.7,1.58,15.52,None
91,0.85,0.1,3.94,4.46,None
91,0.84,0.1,3.95,6.59,None
91,0.83,0.1,3.98,3.43,None
91,0.82,0.1,5.28,4.14,None
91,0.08,1.7,0.97,19.2,None
91,0.07,0.2,1.2,3.36,None
91,0.06,0.1,1.41,1.1,None
97,0.89,0.1,12.29,9.7,None
97,0.87,0.1,6.23,5.12,None
97,0.86,0.1,2.77,4.62,None
97,0.85,0.1,3.37,5.77,None
97,0.85,0.2,3.69,7.81,None
97,0.84,0.1,4.21,7.37,None
97,0.83,0.1,3.67,3.5,None
97,0.82,0.1,5.19,4.93,None
97,0.81,0.1,7.91,5.93,None
100,0.85,0.1,2.36,2.87,None
100,0.85,0.1,3.61,5.96,None
100,0.84,0.2,3.63,7.51,None
100,0.83,0.1,3.81,4.45,None
100,0.81,0.1,9.39,12.39,None
37,1.24,0.2,11.24,27.99,None
37,1.23,0.3,3.46,14.33,None
37,1.14,0.1,4.52,4.03,None
37,1.11,0.2,1.2,3.87,None
37,1.09,0.4,1.41,8.41,None
37,1.07,0.3,1.29,5.25,None
37,1.07,0.7,1.03,9.57,None
37,1.05,1.4,0.98,17.59,None
37,1.05,0.2,2.55,8.32,None
37,1.04,0.9,1.51,19.84,None
37,1.03,0.7,1,8.68,None
37,1.03,0.9,1.84,21.12,None
37,1.02,0.1,2.62,2.13,None
37,1,0.1,3.9,2.41,None
38,0.87,0.1,5.47,4.13,None
38,0.86,0.1,3.39,5.58,None
38,0.85,0.1,4.38,7.45,None
38,0.85,0.2,4.54,10.02,None
38,0.84,0.1,3.57,5.46,None
38,0.83,0.1,4.23,3.85,None
38,0.82,0.1,8.41,8.82,None
38,0.81,0.1,12.43,9.59,None
37,0.87,0.1,8.62,14.33,None
37,0.86,0.1,2.72,4.79,None
37,0.85,0.2,3.07,6.27,None
37,0.85,0.2,4.32,11.64,None
37,0.84,0.2,3.52,8.06,None
37,0.83,0.1,4.3,6.67,None
37,0.82,0.1,3.47,3.16,None
37,0.81,0.1,3.79,3.2,None
37,0.8,0.1,3.73,3.14,None
