"Inst_blank_0316_neg: 100 scans, H1=0.1, H2=0.5, TOF=0.0009, Q1=250, Ex Amp=8.75, neb=0.5 ",,,,,
"Acquired      03/16/2020,    4:56  PM",,,,,
#,m/z,I,S/N,Res.,
757,436.756161,699564,4.1,448565,
758,436.780225,570285,3.2,286763,
759,437.114455,793656,4.8,366996,
760,437.145707,667833,3.9,527875,
761,437.156955,1099450,7.1,406907,
762,437.160513,810682,4.9,365089,
763,437.192544,678331,4,486106,
764,437.212578,788668,4.8,430157,
765,437.291132,785854,4.8,535986,
766,437.327594,862271,5.3,361806,
767,437.338722,886336,5.5,346905,
768,437.363931,911936,5.7,344904,
769,437.400493,813378,5,356371,
770,437.436663,2070723,14.2,384572,
771,438.440113,746467,4.5,430465,
772,438.74352,1715436,11.6,411596,
773,438.781471,3958509,28.2,404485,
774,438.790981,1742061,11.8,432252,
775,439.055065,1475317,9.8,438474,
776,439.119661,979703,6.2,345732,
777,439.155311,1825016,12.4,347339,
778,439.176366,629881,3.6,438115,
779,439.271508,663036,3.8,478191,
780,439.273706,1511164,10.1,430831,
781,439.286177,569340,3.2,337594,
782,439.30679,1214461,7.9,463478,
783,439.343102,2027774,13.9,421075,
784,439.358359,604798,3.4,493344,
785,439.37952,6255359,45.1,365726,
786,439.415948,794496,4.8,341006,
787,439.533823,548867,3,363598,
788,440.277081,825881,5,464988,
789,440.382883,1499932,10,198259,
790,440.777069,587302,3.3,616805,
791,440.778619,1286950,8.4,414135,
792,440.788195,861223,5.3,485950,
793,440.986301,889388,5.5,361770,
794,441.133234,4391728,31.4,358053,
795,441.171026,6630193,47.9,389164,
796,441.253045,4966195,35.6,379596,
797,441.286197,786484,4.8,409076,
798,441.322333,1246261,8.1,407895,
799,441.358799,1393974,9.2,413297,
800,441.374195,565430,3.1,349538,
801,441.983181,744262,4.4,423475,
802,442.136619,1080394,6.9,372131,
803,442.174356,2281803,15.8,418026,
804,442.256452,916749,5.7,230635,
805,442.797381,1122138,7.2,192655,
806,443.161882,649698,3.7,331609,
807,443.208021,568163,3.1,430868,
808,443.244363,554340,3,483639,
809,443.247805,563044,3.1,426808,
810,443.259314,557925,3.1,516533,
811,443.265466,660709,3.8,342499,
812,443.301693,2887526,20.3,390904,
813,443.757059,577008,3.2,428008,
814,444.30515,581500,3.2,319553,
815,445.104509,921484,5.7,372527,
816,445.134077,569741,3.2,290717,
817,445.164477,2029965,13.9,402963,
818,445.296371,718480,4.3,200699,
819,445.368938,573073,3.2,527755,
820,446.167735,575520,3.2,437431,
821,447.057111,615471,3.5,488552,
822,447.093524,646448,3.7,471104,
823,447.134565,3605425,25.6,369210,
824,447.275349,588211,3.3,400694,
825,447.311855,549555,3,247692,
826,448.137952,748992,4.5,500303,
827,449.099343,12610509,92.3,382740,
828,449.109328,616013,3.5,350152,
829,449.150331,1565133,10.5,404845,
830,449.327486,961999,6.1,454668,
831,449.361429,1088208,7,189959,
832,449.436737,993233,6.3,431307,
833,449.980846,988119,6.3,456203,
834,450.10272,3185624,22.5,374549,
835,450.330659,577499,3.2,350818,
836,450.725184,754910,4.5,380607,
837,451.306784,878052,5.4,442168,
838,451.343165,1051364,6.7,413074,
839,451.3544,3318756,23.5,371464,
840,451.379623,1424356,9.5,408784,
841,451.415928,558564,3.1,574378,
842,451.452307,3587045,25.5,383332,
843,452.35775,763883,4.6,559377,
844,452.455709,1045996,6.7,425627,
845,452.720347,911341,5.7,399310,
846,452.791287,1178606,7.7,413107,
847,453.104095,562031,3.1,418110,
848,453.10934,609775,3.5,375318,
849,453.155765,1077744,6.9,454347,
850,453.171031,1608688,10.9,405014,
851,453.249689,655600,3.8,242059,
852,453.286328,633968,3.6,206313,
853,453.289416,690672,4.1,332711,
854,453.322337,829168,5.1,233936,
855,453.358823,1460209,9.8,386131,
856,453.395181,5285873,38.1,358771,
857,454.39851,1580532,10.6,370675,
858,455.062155,629237,3.6,421968,
859,455.123031,1441525,9.6,369953,
860,455.150428,610037,3.5,423756,
861,455.171417,4209653,30.1,394629,
862,455.2662,1060597,6.8,441953,
863,455.268678,1957877,13.4,388791,
864,455.301495,715765,4.2,277953,
865,455.337979,1525749,10.2,367704,
866,455.349363,974837,6.2,404606,
867,455.374521,1081333,7,377813,
868,456.174777,1011188,6.4,352499,
869,456.276755,605684,3.4,489448,
870,456.775906,697843,4.1,413307,
871,456.808301,3061747,21.6,367972,
872,456.817965,906995,5.7,427589,
873,456.980851,598003,3.4,409199,
874,456.997671,568819,3.2,463436,
875,457.031271,561010,3.1,275725,
876,457.041432,595442,3.4,439569,
877,457.130314,1468146,9.8,308691,
878,457.244672,621682,3.5,408326,
879,457.265688,14244850,104.4,353683,
880,457.280983,674546,3.9,327327,
881,457.317349,5231602,37.7,359827,
882,457.353868,604145,3.4,305903,
883,457.631766,724208,4.3,334332,
884,457.978327,1326062,8.8,415346,
885,458.08342,582382,3.3,367437,
886,458.269013,2990573,21.1,335679,
887,458.320626,1163757,7.6,364068,
888,458.480085,686060,4,478658,
889,458.800311,806505,4.9,392652,
890,458.804053,545513,3,201907,
891,458.97626,586728,3.3,438672,
892,459.083655,760039,4.6,347147,
893,459.260113,708710,4.2,399286,
894,459.269517,564070,3.1,400927,
895,459.327094,1596390,10.8,409943,
896,460.330527,793821,4.9,405017,
897,460.763454,12831704,94.7,359124,
898,460.772952,2090456,14.5,360075,
899,461.036396,599509,3.4,355894,
900,461.072877,664661,3.9,392476,
901,461.114622,629588,3.6,321478,
902,461.25226,2533331,17.8,388763,
903,462.255594,569414,3.2,186088,
904,462.758969,1550271,10.5,385776,
905,462.760541,3884991,27.9,377246,
906,462.770195,672575,4,399680,
907,463.109778,583354,3.3,429381,
908,463.114979,13405114,99,365054,
909,463.306838,666295,3.9,387432,
910,463.377076,1309622,8.7,368425,
911,464.118286,3146666,22.4,363921,
912,464.380513,571942,3.2,385931,
913,465.151719,930200,5.9,344397,
914,465.188307,675479,4,412028,
915,465.253291,632214,3.7,406482,
916,465.285928,632854,3.7,189035,
917,465.30465,15993749,118.3,345259,
918,465.322426,913301,5.8,385242,
919,465.358641,944276,6,422455,
920,465.395265,1016468,6.5,423705,
921,465.431585,741523,4.5,364314,
922,465.468056,1138578,7.4,365573,
923,465.514698,604049,3.4,267246,
924,465.574741,554896,3.1,518334,
925,465.586014,664976,3.9,450976,
926,465.59121,714128,4.3,208443,
927,465.975883,700104,4.2,318238,
928,466.130748,1182341,7.8,375408,
929,466.308025,4259714,30.7,345481,
930,466.693886,685306,4.1,388355,
931,467.088738,891761,5.6,363249,
932,467.118275,741233,4.5,363319,
933,467.150027,619504,3.6,433080,
934,467.298973,712813,4.3,520951,
935,467.300358,646765,3.8,599888,
936,467.338128,1137772,7.4,381640,
937,467.349516,790892,4.8,309054,
938,467.374379,1341291,8.9,381646,
939,467.410822,4602731,33.3,329885,
940,467.447077,1130602,7.4,276759,
941,468.377728,606036,3.5,408580,
942,468.414184,1368659,9.2,342643,
943,468.691209,1345869,9,444046,
944,468.9786,6376262,46.5,349448,
945,469.165892,1337665,8.9,404727,
946,469.28432,2419006,17,378609,
947,469.31734,932158,5.9,410820,
948,469.353751,1043005,6.7,365129,
949,469.364929,2688316,19,361563,
950,469.390074,999484,6.4,192965,
951,469.978135,1626413,11.1,386266,
952,469.982172,696749,4.1,393590,
953,470.169267,572200,3.2,347696,
954,470.287648,821541,5.1,349381,
955,470.320695,562084,3.1,443825,
956,470.368416,816931,5,413537,
957,470.688116,1218330,8,423554,
958,470.79263,597143,3.4,308477,
959,470.975447,1116434,7.3,421296,
960,471.057157,612112,3.5,500280,
961,471.081371,766223,4.7,477877,
962,471.181591,9831181,72.3,360237,
963,471.296601,922634,5.8,397802,
964,471.332994,2886409,20.5,383650,
965,472.184945,3264241,23.3,360508,
966,472.336376,816876,5,378877,
967,473.206261,1499602,10.2,347035,
968,473.282831,2232016,15.7,388509,
969,474.286261,657329,3.9,228831,
970,474.742082,716707,4.3,483754,
971,475.233954,555027,3.1,423707,
972,475.452291,613132,3.5,393996,
973,476.737212,1101921,7.2,402196,
974,476.749059,577632,3.3,177564,
975,477.109708,1179732,7.8,366185,
976,477.39268,929354,5.9,355744,
977,477.467881,969031,6.2,433536,
978,478.790242,6324761,46.5,362107,
979,478.799798,1018904,6.6,174856,
980,479.283926,679174,4,347499,
981,479.301711,648326,3.8,332534,
982,479.314647,643205,3.8,256102,
983,479.410872,761602,4.7,379945,
984,479.482045,649215,3.8,603033,
985,479.483593,1813503,12.6,389648,
986,480.786101,947918,6.1,433422,
987,481.12566,628673,3.7,540416,
988,481.299645,1586875,10.9,305651,
989,481.353839,601017,3.5,411254,
990,481.38998,593079,3.4,414432,
991,481.426477,3710390,26.9,348485,
992,482.125617,639643,3.7,378799,
993,482.429664,1213583,8.1,343890,
994,482.903413,1996156,14,346770,
995,483.154739,623922,3.6,286884,
996,483.181616,1077105,7,406487,
997,483.299949,729708,4.4,374298,
998,483.333024,692587,4.1,510938,
999,483.369376,1113193,7.3,392799,
1000,483.405734,611432,3.5,383220,
1001,483.844271,559830,3.1,397834,
1002,483.902965,593876,3.4,423578,
1003,485.099258,1032227,6.7,409551,
1004,485.279178,2739996,19.6,327166,
1005,485.312139,680986,4.1,435651,
1006,485.348582,3137817,22.5,339174,
1007,486.282566,878578,5.5,449915,
1008,486.352054,995567,6.4,337619,
1009,487.085963,612560,3.5,413390,
1010,489.047505,571260,3.3,463678,
1011,489.109412,1058425,7,395207,
1012,489.162475,1293687,8.7,346383,
1013,490.104697,581582,3.3,355865,
1014,492.708068,2126811,15.1,353074,
1015,492.800016,701015,4.3,365770,
1016,493.242475,605763,3.5,158982,
1017,493.499279,766519,4.7,254821,
1018,494.705078,2201985,15.6,346959,
1019,495.15644,783725,4.9,305852,
1020,495.405698,669282,4,526741,
1021,495.442127,1903456,13.4,346945,
1022,495.478497,559710,3.2,486730,
1023,496.445577,793651,5,190857,
1024,496.70219,1317671,8.9,405749,
1025,496.749655,780837,4.9,364932,
1026,497.167596,689682,4.2,409954,
1027,497.385181,559112,3.2,227940,
1028,497.42142,648711,3.9,326381,
1029,499.091836,865468,5.5,285404,
1030,499.11506,713147,4.3,378599,
1031,499.176524,1110712,7.4,405723,
1032,499.294811,795826,5,271630,
1033,499.327992,816305,5.1,354692,
1034,499.364278,2920111,21.1,329471,
1035,500.095111,573198,3.3,345040,
1036,500.180049,545291,3.1,318703,
1037,500.36756,897410,5.7,287110,
1038,500.772315,4909680,36.2,324502,
1039,500.781755,1344368,9.1,306183,
1040,501.134617,588384,3.4,428859,
1041,501.192126,6631005,49.3,298764,
1042,501.291936,9209433,68.9,332250,
1043,502.195534,2151473,15.3,305138,
1044,502.295261,1956908,13.8,305632,
1045,502.76811,767511,4.8,339430,
1046,503.088728,1198601,8,278811,
1047,507.515084,595145,3.5,315855,
1048,509.285398,1515262,10.5,332875,
1049,509.457778,1089271,7.3,302357,
1050,510.288836,970197,6.4,304513,
1051,513.192333,668514,4,395352,
1052,513.310724,867677,5.6,349254,
1053,513.343865,592988,3.5,382519,
1054,513.379983,968538,6.3,317015,
1055,513.394855,548058,3.1,294374,
1056,517.104428,1089489,7.3,404369,
1057,517.202408,1580494,11,344132,
1058,517.232621,938957,6.1,338822,
1059,518.205763,608939,3.6,379429,
1060,518.722158,2571162,18.6,338593,
1061,519.14948,787340,5,353095,
1062,520.719314,1332569,9.1,388489,
1063,522.754207,3030813,22.1,328590,
1064,522.763775,973341,6.4,381232,
1065,523.474064,648713,3.9,389258,
1066,523.733049,559618,3.2,306155,
1067,525.172192,658908,4,429187,
1068,525.280115,1232089,8.4,343604,
1069,525.379914,603223,3.5,297508,
1070,526.283593,566721,3.3,431226,
1071,527.325882,611881,3.6,318569,
1072,527.395507,1348776,9.3,289122,
1073,528.116131,564376,3.3,399884,
1074,528.9454,1988743,14.2,340913,
1075,529.186805,582275,3.4,273054,
1076,529.305577,839041,5.4,379639,
1077,529.38998,717439,4.4,421753,
1078,529.945089,882549,5.7,432129,
1079,531.202811,3682911,27.1,326241,
1080,532.206155,1259088,8.6,357794,
1081,533.188779,1594434,11.1,335296,
1082,533.455161,636479,3.8,300550,
1083,537.268522,743191,4.6,320908,
1084,539.095843,869388,5.6,313928,
1085,541.374828,598019,3.5,357258,
1086,543.202491,574720,3.3,383846,
1087,543.627439,584576,3.4,259955,
1088,544.736154,3024385,22.1,301405,
1089,544.745672,558721,3.2,416655,
1090,545.318208,4379139,32.5,282637,
1091,546.321573,989957,6.5,275666,
1092,547.147315,540168,3.1,341592,
1093,547.212889,1076745,7.2,294604,
1094,549.019111,561554,3.2,348127,
1095,550.666729,628382,3.7,330555,
1096,552.663964,937008,6.1,293777,
1097,552.86646,589746,3.4,337951,
1098,553.484016,554296,3.2,394835,
1099,555.170468,653132,3.9,318993,
1100,555.354227,777550,4.9,373717,
1101,555.426859,534095,3,432280,
1102,558.350298,598647,3.5,366180,
1103,561.093997,578339,3.4,292121,
1104,561.213504,1305765,8.9,315901,
1105,561.258713,662694,4,343150,
1106,561.486553,584746,3.4,300973,
1107,563.552563,536016,3,407385,
1108,569.370097,546890,3.1,347885,
1109,571.172265,559092,3.2,175282,
1110,571.349378,612473,3.6,302725,
1111,573.331681,700329,4.3,316780,
1112,574.646505,534858,3,302379,
1113,576.680681,921087,6,264129,
1114,577.215186,1268237,8.6,335076,
1115,577.223586,1115917,7.5,308246,
1116,578.218245,567272,3.3,213322,
1117,578.677894,624821,3.7,310575,
1118,579.104894,575552,3.3,350910,
1119,581.294889,800125,5.1,371045,
1120,585.328653,629232,3.7,311967,
1121,585.364396,764401,4.8,302399,
1122,588.912288,991834,6.5,326594,
1123,589.344371,2553191,18.5,272745,
1124,590.348089,621700,3.7,236941,
1125,594.740012,544264,3.1,304930,
1126,598.548656,733818,4.5,366956,
1127,598.564328,559738,3.2,156576,
1128,598.621717,643708,3.8,155532,
1129,598.644954,690045,4.2,279708,
1130,599.529076,535703,3,430442,
1131,601.426645,731599,4.5,272545,
1132,602.694884,997876,6.6,310730,
1133,605.458308,551109,3.1,323429,
1134,607.234042,858872,5.5,242204,
1135,616.063583,609128,3.6,322905,
1136,620.722219,606813,3.6,296906,
1137,621.241473,556265,3.2,317531,
1138,625.321245,704327,4.3,341800,
1139,633.370601,953063,6.2,297289,
1140,653.46383,566206,3.3,260907,
1141,653.902525,549951,3.1,179853,
1142,663.079036,559020,3.2,257309,
1143,664.686014,585120,3.4,337106,
1144,669.470912,544749,3.1,283523,
1145,688.792946,568294,3.3,198662,
1146,698.26012,648213,3.9,300842,
1147,698.310862,581652,3.4,65311,
1148,698.351152,626195,3.7,266073,
1149,698.362108,699411,4.3,300992,
1150,698.437837,660498,4,219361,
1151,698.446471,628497,3.7,253663,
1152,705.169804,550302,3.1,267402,
1153,709.868686,569513,3.2,163725,
1154,713.927763,606802,3.5,270890,
1155,735.223648,551910,3.1,172254,
1156,735.55143,583285,3.3,215594,
1157,735.672733,552058,3.1,256456,
1158,737.197943,538692,3,151355,
1159,774.150249,551993,3,188844,
1160,783.322638,563814,3.1,218077,
1161,788.463842,599882,3.4,208051,
1162,789.189234,565514,3.1,168516,
1163,795.530878,597774,3.3,232837,
1164,820.915837,555044,3,165935,
1165,834.283146,574846,3.2,195922,
1166,837.980371,805324,4.9,198188,
1167,838.021991,644298,3.7,169744,
1168,843.583671,556448,3,233693,
1169,913.177109,564399,3.1,170534,
1170,929.282037,578110,3.1,185942,
1171,1042.488143,569045,3,132652,
1172,1047.469315,695504,3.9,167045,
1173,1047.508687,690129,3.9,188036,
1174,1047.532436,673874,3.8,137735,
1175,1047.569207,654035,3.6,135153,
1176,1047.600163,594900,3.2,183945,
1177,1094.013222,722151,4.1,158266,
1178,1127.517699,987119,6,113821,
1179,1163.182367,578998,3.1,137791,
1180,1187.500954,631874,3.4,172127,
