"Inst_blank_0312_neg: 100 scans, H1=0.1, H2=0.5, TOF=0.0009, Q1=250, Ex Amp=8.75, neb=0.5 ",,,,,
Acquired 3/12/2020  9:11 AM,,,,,
#,m/z,I,S/N,Res.,
758,391.212944,604351,3.4,542599,
759,391.244488,2300995,15.6,404896,
760,391.249324,755267,4.4,500685,
761,391.28572,1104199,7,246920,
762,391.321991,855626,5.2,201658,
763,392.247978,591527,3.3,484489,
764,392.288917,596907,3.3,550511,
765,392.85903,3442405,23.9,420518,
766,393.055742,828792,5,413159,
767,393.080636,3786491,26.4,414595,
768,393.19207,642182,3.6,371250,
769,393.223624,2438921,16.6,393529,
770,393.228501,664842,3.8,316590,
771,393.262482,793357,4.7,173193,
772,393.265103,678541,3.9,448502,
773,393.298996,1245969,8,210609,
774,393.301295,921873,5.6,557619,
775,393.337652,960149,5.9,399004,
776,393.374048,2906392,20,410115,
777,393.582361,1943341,13,210301,
778,394.084065,576480,3.1,429177,
779,394.08863,791264,4.7,300148,
780,394.377404,790525,4.7,405208,
781,394.876287,757808,4.5,420357,
782,394.905532,826419,5,368568,
783,394.923127,621620,3.5,571784,
784,394.996179,3133372,21.6,411412,
785,395.148709,1695179,11.2,425884,
786,395.15025,3290059,22.8,404521,
787,395.171456,637645,3.6,581389,
788,395.205613,638033,3.6,435669,
789,395.207814,802513,4.8,504641,
790,395.244159,1173717,7.5,437436,
791,395.247597,1983957,13.3,371247,
792,395.278172,1362392,8.8,384172,
793,395.280485,686200,3.9,315358,
794,395.316921,2082268,14,407779,
795,395.353315,2153440,14.6,418046,
796,395.385452,858339,5.2,474492,
797,395.389661,35497956,255.7,399107,
798,395.995841,833953,5,453900,
799,396.153574,788721,4.7,212539,
800,396.275727,582845,3.2,471464,
801,396.312287,569921,3.1,487397,
802,396.356534,673093,3.8,495114,
803,396.393048,9707593,69.2,390809,
804,396.796844,1029234,6.4,498356,
805,396.848373,713079,4.1,560319,
806,397.160266,654358,3.7,472250,
807,397.164442,21424278,153.9,388324,
808,397.199941,1281946,8.2,409618,
809,397.226747,8669341,61.7,378792,
810,397.259706,1191328,7.6,426140,
811,397.296245,1991332,13.4,373120,
812,397.332587,24848552,178.7,387445,
813,397.368962,3768491,26.2,404061,
814,397.396362,1568942,10.3,440291,
815,398.078453,14485747,103.8,402340,
816,398.167819,3389692,23.5,395021,
817,398.230124,1808642,12.1,432201,
818,398.291442,2084105,14.1,438807,
819,398.299506,564361,3.1,521872,
820,398.335903,6750477,47.8,229839,
821,398.372393,859409,5.2,518920,
822,398.817284,647102,3.7,518972,
823,398.864078,1481027,9.7,433061,
824,399.062561,2071383,14,390314,
825,399.08181,3490137,24.2,392815,
826,399.160094,821856,4.9,293491,
827,399.18252,904547,5.5,492254,
828,399.23912,665320,3.8,508717,
829,399.275461,1514860,9.9,386326,
830,399.311771,1457264,9.5,339801,
831,399.327098,2528625,17.3,427366,
832,399.33936,793459,4.7,296946,
833,399.348133,591347,3.3,425503,
834,399.582256,589195,3.2,489598,
835,400.088314,904382,5.5,340612,
836,400.214134,1551307,10.1,364596,
837,400.307132,680660,3.9,502079,
838,400.315261,633557,3.5,487543,
839,400.330527,844759,5,474520,
840,401.07822,1083938,6.7,384068,
841,401.114292,764838,4.5,361660,
842,401.189897,1145901,7.2,410728,
843,401.198205,2586158,17.5,430171,
844,401.21836,796720,4.7,505778,
845,401.234391,2120242,14.2,221670,
846,401.254695,1398580,9,430348,
847,401.29107,967480,5.9,470052,
848,401.306328,1085497,6.8,482644,
849,401.308263,981561,6,437712,
850,401.342661,1152317,7.2,455367,
851,402.236822,584727,3.2,551292,
852,402.804795,40987344,292.5,413545,
853,402.889596,1382873,8.9,446842,
854,403.197708,661240,3.7,409505,
855,403.205652,1380600,8.9,422912,
856,403.212717,2023161,13.5,323404,
857,403.213809,8006393,56.3,420324,
858,403.233875,779003,4.6,410395,
859,403.249237,1195261,7.5,464747,
860,403.285747,788352,4.6,369196,
861,403.804214,928821,5.6,423927,
862,404.21711,1353310,8.7,458615,
863,404.293978,981350,6,491792,
864,404.522022,573437,3.1,421071,
865,404.800624,5426073,37.8,425481,
866,404.809104,916377,5.5,428764,
867,404.905127,1464739,9.5,388834,
868,405.019173,1738158,11.4,438430,
869,405.10946,9034679,63.7,397327,
870,405.186072,971327,5.9,340592,
871,405.191923,714432,4.1,365573,
872,405.222619,15924163,113,398628,
873,405.226552,571075,3.1,649132,
874,405.228492,731843,4.2,452849,
875,405.264828,1132743,7.1,421489,
876,405.301328,1091019,6.8,486874,
877,405.337635,695886,4,433304,
878,406.089664,3247129,22.2,406425,
879,406.112775,2097692,14,405033,
880,406.223254,646439,3.6,633022,
881,406.226009,4894759,34,225637,
882,406.309399,581103,3.1,297591,
883,406.830413,1083235,6.7,440555,
884,406.87468,1329256,8.5,423276,
885,406.976824,1028210,6.3,398289,
886,407.034848,1869943,12.4,427031,
887,407.093253,595325,3.2,487927,
888,407.131192,572545,3.1,534695,
889,407.207754,982921,6,481329,
890,407.229454,854411,5.1,389134,
891,407.244031,848652,5.1,378037,
892,407.259064,588814,3.2,554423,
893,407.278102,822800,4.9,372911,
894,407.280476,1159824,7.3,391136,
895,407.314458,2001555,13.3,349000,
896,407.316938,1515667,9.8,434573,
897,407.353288,928663,5.6,425467,
898,407.38969,1245083,7.9,400196,
899,408.845996,4636971,32.2,408267,
900,408.921003,2021682,13.5,407963,
901,409.009158,576315,3.1,661311,
902,409.011803,5526843,38.6,410290,
903,409.02422,579772,3.1,414822,
904,409.083256,795074,4.7,410452,
905,409.089358,648387,3.6,494700,
906,409.093768,3517763,24.2,375030,
907,409.125664,1585478,10.3,442468,
908,409.164308,674122,3.8,530879,
909,409.223502,821584,4.9,439429,
910,409.241419,584786,3.2,337032,
911,409.259807,2742100,18.6,358113,
912,409.263151,1356116,8.7,388370,
913,409.293863,850519,5.1,248991,
914,409.296267,1145431,7.2,385157,
915,409.332566,2473307,16.7,426772,
916,409.368963,2597214,17.6,407166,
917,409.405316,11169122,79,380207,
918,409.595389,1795445,11.8,375857,
919,409.920632,563476,3,420292,
920,410.011427,919965,5.6,396900,
921,410.37229,747201,4.3,445902,
922,410.408721,3162052,21.6,379448,
923,410.917747,806390,4.7,483333,
924,411.143747,786828,4.6,424971,
925,411.1604,8363534,58.3,389176,
926,411.180119,2115600,14,376976,
927,411.202644,847378,5,480408,
928,411.238809,681365,3.8,292505,
929,411.24245,3210774,21.7,409084,
930,411.275434,1202201,7.5,488739,
931,411.290752,588826,3.2,402575,
932,411.31179,3218461,21.8,388526,
933,411.348203,23866912,168.1,380375,
934,411.384589,5786148,40,376572,
935,412.0942,588649,3.2,507509,
936,412.133088,590188,3.2,397616,
937,412.163731,2395247,16,395943,
938,412.245603,723191,4.1,388656,
939,412.307073,747133,4.3,462252,
940,412.315136,952446,5.7,426105,
941,412.351549,6123138,42.4,370613,
942,412.387971,1637509,10.6,426966,
943,412.87157,620852,3.4,435803,
944,412.915989,2083000,13.7,232297,
945,413.075968,915655,5.5,378901,
946,413.125376,1738444,11.3,416169,
947,413.159318,586447,3.1,624153,
948,413.18236,595666,3.2,502966,
949,413.218393,783765,4.5,296328,
950,413.234567,603479,3.3,498701,
951,413.239412,4841175,33.3,383539,
952,413.254588,911065,5.4,409825,
953,413.291229,1458396,9.3,345920,
954,413.305944,969054,5.9,309170,
955,413.327565,2282208,15.2,380884,
956,413.342676,623841,3.4,556270,
957,413.354923,1041122,6.4,521227,
958,413.363883,667875,3.7,406973,
959,413.915656,616216,3.4,569847,
960,414.242828,877111,5.2,403007,
961,414.286639,747068,4.3,444593,
962,414.330696,601408,3.2,439965,
963,414.840981,751729,4.3,519609,
964,414.887176,801653,4.7,495591,
965,415.075557,1585543,10.2,373326,
966,415.093651,1042313,6.4,306828,
967,415.104927,1366154,8.7,357605,
968,415.197434,1024914,6.2,386229,
969,415.205872,593811,3.2,394797,
970,415.233969,2321814,15.4,380477,
971,415.249992,1765783,11.5,455870,
972,415.270311,2616217,17.5,402204,
973,415.285761,687387,3.9,343704,
974,415.306888,657821,3.6,357115,
975,415.32197,6295454,43.6,388031,
976,415.358315,800674,4.7,446338,
977,415.577187,847542,5,320257,
978,416.077664,591846,3.2,453139,
979,416.325405,2240509,14.9,396218,
980,416.90252,636019,3.5,213334,
981,416.978034,1017402,6.2,431091,
982,417.073068,8394819,58.5,400777,
983,417.191899,674638,3.8,551159,
984,417.213323,1016528,6.2,395918,
985,417.221239,632785,3.5,492245,
986,417.228323,864850,5.1,440654,
987,417.249508,590804,3.2,532664,
988,417.264749,687957,3.9,482225,
989,417.268069,1277013,8,442819,
990,417.301226,1090905,6.7,374351,
991,417.337712,928092,5.6,477106,
992,418.076406,2040993,13.4,413526,
993,418.744101,631518,3.5,551626,
994,418.778798,3069154,20.7,434118,
995,419.032572,876857,5.2,327451,
996,419.034859,648953,3.6,350477,
997,419.125127,3376385,22.9,408693,
998,419.151249,2118916,14,395730,
999,419.171237,616582,3.4,195750,
1000,419.239475,918540,5.5,348569,
1001,419.244191,1216012,7.6,430422,
1002,419.280586,904720,5.4,448341,
1003,419.314282,746003,4.3,515675,
1004,419.316906,1389331,8.8,435141,
1005,419.353302,962326,5.8,436442,
1006,419.389677,764186,4.4,400740,
1007,420.128347,891229,5.3,297466,
1008,420.288819,705644,4,466319,
1009,420.8437,1456286,9.3,345468,
1010,420.992562,1050027,6.4,467699,
1011,421.01417,582957,3.1,431344,
1012,421.050532,715568,4.1,275293,
1013,421.086848,683828,3.8,429068,
1014,421.164534,1659835,10.7,358590,
1015,421.217569,5030336,34.6,411016,
1016,421.226808,3795392,25.9,384367,
1017,421.255026,2324931,15.5,366818,
1018,421.259866,883907,5.2,507603,
1019,421.293697,1017542,6.2,353885,
1020,421.296172,1377735,8.7,429638,
1021,421.330212,3654090,24.9,380980,
1022,421.332554,833738,4.9,414073,
1023,421.36638,909389,5.4,376277,
1024,421.368935,840653,4.9,443411,
1025,421.405354,2352592,15.5,383867,
1026,422.083327,1008525,6.1,290189,
1027,422.196221,915479,5.4,520190,
1028,422.220821,1431065,9,414815,
1029,422.230127,967962,5.8,438715,
1030,422.258272,679197,3.8,484285,
1031,422.289347,800543,4.6,245440,
1032,422.333566,879907,5.2,430823,
1033,422.408708,792618,4.5,511564,
1034,422.585248,591674,3.1,370073,
1035,422.801111,799565,4.6,493652,
1036,422.936643,20517464,142.8,397102,
1037,422.94924,985434,5.9,422552,
1038,423.039931,765410,4.4,444484,
1039,423.098969,1599591,10.2,406771,
1040,423.138041,657514,3.6,207974,
1041,423.141389,1382251,8.7,386019,
1042,423.180139,6173294,42.3,384087,
1043,423.182563,1175406,7.2,389459,
1044,423.239067,1002611,6,507008,
1045,423.272976,698358,3.9,450626,
1046,423.27547,1116278,6.8,416987,
1047,423.309548,1112441,6.8,456856,
1048,423.311779,1385082,8.7,385223,
1049,423.323075,743419,4.2,311981,
1050,423.348267,4397693,29.8,385684,
1051,423.38459,1439872,9.1,422832,
1052,423.420982,17400452,120.9,375878,
1053,423.936239,4975280,33.9,380046,
1054,423.939986,939056,5.6,370036,
1055,424.183542,1567942,10,414639,
1056,424.351641,1087956,6.6,344460,
1057,424.424318,5049051,34.4,373789,
1058,424.933508,3645191,24.5,378537,
1059,424.940953,680583,3.8,348380,
1060,425.160796,1749274,11.3,383351,
1061,425.181982,724764,4.1,439534,
1062,425.195795,17691420,123,380370,
1063,425.218543,900639,5.3,378118,
1064,425.235352,684832,3.8,372319,
1065,425.258085,6523683,44.7,372320,
1066,425.291173,1218341,7.5,375863,
1067,425.327503,3302184,22.1,385098,
1068,425.363885,36803372,256.9,381595,
1069,425.400335,1811247,11.7,399197,
1070,425.427875,947249,5.6,496299,
1071,426.073379,654824,3.6,331176,
1072,426.199165,3425139,23,397426,
1073,426.261488,1269112,7.9,350543,
1074,426.286283,707962,4,479884,
1075,426.32285,1094013,6.7,414911,
1076,426.33083,740478,4.2,480382,
1077,426.367286,9493377,65.5,371460,
1078,426.403708,601988,3.2,432606,
1079,426.931591,5651376,38.6,383793,
1080,426.970565,1121459,6.8,397856,
1081,427.191673,953414,5.7,344878,
1082,427.234013,754377,4.3,429580,
1083,427.27039,1075660,6.5,412012,
1084,427.285527,862286,5,378889,
1085,427.306706,1544911,9.8,300675,
1086,427.343169,2564562,17,382059,
1087,427.358339,1105108,6.7,420035,
1088,427.370632,1358293,8.5,414168,
1089,427.379511,679253,3.7,434446,
1090,427.931198,1661699,10.6,344231,
1091,428.208108,799002,4.6,451185,
1092,428.302098,702242,3.9,426230,
1093,428.310156,589986,3.1,500668,
1094,428.34656,575781,3,453032,
1095,428.928491,989269,5.9,420085,
1096,429.179945,820841,4.7,374076,
1097,429.184837,1496937,9.5,387196,
1098,429.213161,663660,3.6,411336,
1099,429.221455,1121132,6.8,404589,
1100,429.249899,794479,4.6,432794,
1101,429.265686,1243248,7.7,200192,
1102,429.282528,625905,3.4,504529,
1103,429.286074,6009970,41.1,368052,
1104,429.3013,1664115,10.7,386427,
1105,429.322506,953973,5.7,429097,
1106,429.337641,926326,5.5,441550,
1107,429.339534,1074550,6.5,392648,
1108,429.373979,884857,5.2,421126,
1109,430.104661,2986163,19.9,397072,
1110,430.289412,1748674,11.2,431860,
1111,430.299619,631555,3.4,341869,
1112,430.97496,846072,4.9,414127,
1113,431.088714,52557056,367.4,371713,
1114,431.124813,701956,3.9,407493,
1115,431.20062,1141770,7,453018,
1116,431.2077,575626,3,415627,
1117,431.211165,659339,3.6,418582,
1118,431.228983,3010828,20.1,409973,
1119,431.237012,1678861,10.8,352943,
1120,431.243997,974605,5.8,443960,
1121,431.280535,1192464,7.3,411859,
1122,431.316965,2620691,17.4,331012,
1123,431.353345,604182,3.2,465693,
1124,431.59037,929704,5.5,333294,
1125,432.092097,12776783,88.5,377226,
1126,432.232233,618586,3.3,517699,
1127,432.320317,739680,4.2,444200,
1128,433.011841,792469,4.5,446523,
1129,433.048033,630296,3.4,454215,
1130,433.077976,642202,3.5,383573,
1131,433.093004,616091,3.3,446263,
1132,433.09543,1276571,7.9,421750,
1133,433.216327,1430693,9,378647,
1134,433.259679,1336488,8.4,403383,
1135,433.296078,1094763,6.7,269413,
1136,433.332607,7226797,49.6,355196,
1137,433.368997,680496,3.7,449887,
1138,434.335952,2114040,13.6,389118,
1139,434.861771,625630,3.3,354311,
1140,434.869151,715295,4,409117,
1141,434.915808,4478499,30,395848,
1142,435.107362,1886768,12.1,405066,
1143,435.141346,1545267,9.7,384154,
1144,435.202606,719671,4,452257,
1145,435.239141,612154,3.2,374639,
1146,435.275394,1040700,6.2,412006,
1147,435.309333,1070527,6.4,310160,
1148,435.311919,1526335,9.6,425963,
1149,435.345913,9612865,65.6,373252,
1150,435.359466,2493507,16.3,391123,
1151,435.38465,818756,4.7,191680,
1152,435.420943,1146951,6.9,373367,
1153,436.349234,2731145,17.9,371667,
1154,436.362983,848266,4.9,398862,
1155,436.839743,914603,5.3,549795,
1156,436.841002,2089643,13.5,461204,
1157,437.114493,1668799,10.6,401978,
1158,437.120682,1376703,8.5,383160,
1159,437.127809,628159,3.3,531592,
1160,437.157023,10038977,68.6,369207,
1161,437.192434,1025476,6.1,421240,
1162,437.212387,862149,5,387389,
1163,437.218425,628166,3.3,559224,
1164,437.254752,958664,5.6,425806,
1165,437.29118,1281483,7.9,302633,
1166,437.325058,1105357,6.7,345892,
1167,437.327498,1946829,12.5,404227,
1168,437.338828,1121998,6.8,463889,
1169,437.363981,2378960,15.5,408048,
1170,437.400361,1770706,11.3,365946,
1171,437.436693,5412565,36.5,377951,
1172,438.096585,1159682,7,380649,
1173,438.160376,1747206,11.1,455396,
1174,438.367252,686356,3.7,456659,
1175,438.440042,1500697,9.4,354973,
1176,438.598127,886307,5.1,402124,
1177,438.781431,642352,3.4,542936,
1178,438.809606,785970,4.4,437302,
1179,438.856599,4976437,33.5,368439,
1180,439.055073,4758338,32,372779,
1181,439.155399,2390344,15.6,373217,
1182,439.175295,660810,3.6,193278,
1183,439.234056,686286,3.7,361714,
1184,439.270391,834384,4.8,360755,
1185,439.273761,2551632,16.7,365233,
1186,439.306765,1041234,6.2,330276,
1187,439.317959,858707,4.9,438527,
1188,439.34319,5209941,35.1,383950,
1189,439.354351,1115734,6.7,358320,
1190,439.375973,1142103,6.9,409956,
1191,439.379537,27367256,188.6,379354,
1192,439.415879,1859418,11.9,379467,
1193,440.058332,1004163,6,399547,
1194,440.158873,914314,5.3,480121,
1195,440.277231,695057,3.8,428195,
1196,440.338316,817429,4.7,338004,
1197,440.346522,1189526,7.2,402113,
1198,440.382904,7935896,54,354264,
1199,440.94736,1278396,7.9,424489,
1200,440.959469,592316,3.1,456925,
1201,440.986238,8415166,57.3,369891,
1202,441.10945,981702,5.8,419442,
1203,441.13319,3369927,22.3,384834,
1204,441.171126,2585546,16.9,360411,
1205,441.182446,588938,3.1,310728,
1206,441.25303,8892367,60.6,372712,
1207,441.264847,594255,3.1,438883,
1208,441.285965,1205969,7.3,390592,
1209,441.301422,803282,4.6,362160,
1210,441.322433,1893843,12.1,343459,
1211,441.333734,1298900,8,365406,
1212,441.337829,740564,4.1,256669,
1213,441.358863,2473941,16.1,351525,
1214,441.386307,860375,5,448978,
1215,441.989503,745980,4.2,227963,
1216,442.136383,819717,4.7,335212,
1217,442.174297,971271,5.7,418693,
1218,442.256433,1879052,12,358085,
1219,442.326046,582928,3,344877,
1220,442.33694,587921,3.1,441100,
1221,442.362148,736787,4.1,442167,
1222,442.797371,16996396,116.8,368005,
1223,442.88208,1488178,9.3,364654,
1224,442.965601,642231,3.4,425499,
1225,442.982015,844088,4.8,486954,
1226,443.14907,758593,4.2,439705,
1227,443.192654,705092,3.9,490132,
1228,443.198257,1064004,6.4,394451,
1229,443.244195,1031751,6.1,436214,
1230,443.265326,1316424,8.1,394578,
1231,443.280448,1009737,6,392549,
1232,443.301716,9531466,65,372286,
1233,443.316992,764747,4.3,479111,
1234,443.338045,1170764,7.1,389810,
1235,443.353474,944461,5.5,359525,
1236,444.247735,592257,3.1,381234,
1237,444.305058,2567812,16.8,384217,
1238,444.369683,640136,3.4,443130,
1239,444.793156,2708639,17.8,397780,
1240,444.897734,999205,5.9,336482,
1241,445.011717,1235883,7.6,402671,
1242,445.094119,723120,4,432455,
1243,445.104354,1780400,11.3,380378,
1244,445.164477,1039796,6.2,353423,
1245,445.208206,605110,3.2,519715,
1246,445.216191,588215,3.1,435032,
1247,445.244599,881848,5.1,318901,
1248,445.259849,961721,5.7,451096,
1249,445.281,627130,3.3,551836,
1250,445.296258,2506939,16.4,362143,
1251,445.332521,654525,3.5,363985,
1252,445.368786,1374911,8.5,383929,
1253,446.082173,1506789,9.4,360040,
1254,446.299738,680177,3.7,179819,
1255,446.822738,685068,3.7,445011,
1256,447.027496,2167575,14,362696,
1257,447.064098,647448,3.5,140588,
1258,447.08385,678297,3.7,397176,
1259,447.123829,580891,3,390691,
1260,447.239123,697633,3.8,204149,
1261,447.275569,1066787,6.4,376019,
1262,447.306918,817445,4.7,420668,
1263,447.311817,2266405,14.7,375094,
1264,447.345789,1056807,6.3,321941,
1265,447.348279,916007,5.3,386139,
1266,447.384643,1105449,6.7,426926,
1267,448.838579,2954608,19.5,390060,
1268,449.081866,582011,3,366181,
1269,449.099356,19736956,135.9,359580,
1270,449.118277,839549,4.8,364847,
1271,449.218076,664577,3.6,409019,
1272,449.219655,653441,3.5,575386,
1273,449.236427,632834,3.4,340868,
1274,449.25492,679939,3.7,398008,
1275,449.291158,1113221,6.7,398913,
1276,449.325103,1621382,10.2,202784,
1277,449.327551,2722695,17.9,353416,
1278,449.361494,5634440,38.1,361873,
1279,449.364057,935816,5.5,377940,
1280,449.436718,3979660,26.6,367262,
1281,449.473334,587149,3.1,415058,
1282,450.102693,4416938,29.6,366727,
1283,450.23262,3177904,21,368310,
1284,450.330968,850868,4.9,318322,
1285,450.364986,1332149,8.2,368649,
1286,450.440006,1432249,8.9,359784,
1287,451.105868,653525,3.5,423763,
1288,451.136246,1260759,7.7,435012,
1289,451.172698,1240024,7.6,377639,
1290,451.228959,4322779,29,366071,
1291,451.270458,790236,4.5,353318,
1292,451.304134,813790,4.6,405525,
1293,451.306891,1124062,6.8,275126,
1294,451.340771,2306527,15,366186,
1295,451.343234,1403871,8.7,305864,
1296,451.354469,4855264,32.7,355496,
1297,451.379582,3785185,25.3,358594,
1298,451.415797,839778,4.8,315821,
1299,451.452324,9505252,64.9,360261,
1300,451.788548,924658,5.4,407398,
1301,452.232425,781572,4.4,372522,
1302,452.357848,1331209,8.2,393952,
1303,452.382895,1240074,7.6,421424,
1304,452.455719,2929677,19.3,362629,
1305,453.073175,667813,3.6,317156,
1306,453.109611,634022,3.4,407832,
1307,453.213327,660778,3.6,494365,
1308,453.249635,824363,4.7,404920,
1309,453.286069,1078573,6.5,450512,
1310,453.289447,1111853,6.7,338779,
1311,453.298471,1086509,6.5,431044,
1312,453.322457,1541678,9.7,371650,
1313,453.333655,1428782,8.9,360038,
1314,453.35879,3037743,20.1,380149,
1315,453.3952,24746544,170.7,353825,
1316,453.431542,905266,5.3,422809,
1317,454.354237,675155,3.7,453342,
1318,454.362272,720212,4,354874,
1319,454.398584,7252565,49.3,354829,
1320,454.830521,590052,3.1,344518,
1321,454.833567,835300,4.8,327893,
1322,454.962955,5839464,39.5,355507,
1323,454.96557,1363048,8.4,371016,
1324,454.975357,846441,4.9,372943,
1325,455.00185,2858602,18.8,367969,
1326,455.123116,736622,4.1,472120,
1327,455.265287,906098,5.3,352814,
1328,455.268662,2260594,14.7,389774,
1329,455.301641,1488756,9.3,364993,
1330,455.338148,1990773,12.8,353547,
1331,455.349354,3753589,25,339471,
1332,455.353352,863605,5,321589,
1333,455.374509,2469494,16.1,375296,
1334,455.40203,972407,5.7,354978,
1335,455.529266,630907,3.4,334856,
1336,455.962581,1591945,10,391286,
1337,456.276849,2345106,15.3,413467,
1338,456.35271,850581,4.9,267109,
1339,456.808352,1164194,7.1,387248,
1340,456.869476,1044644,6.2,333500,
1341,456.897955,578469,3,447501,
1342,456.959836,1308839,8.1,405208,
1343,456.981161,2095271,13.5,329697,
1344,457.08931,1067178,6.4,430098,
1345,457.128105,635819,3.4,496979,
1346,457.216248,1607342,10.1,385130,
1347,457.24443,718767,4,433607,
1348,457.259881,770607,4.3,210622,
1349,457.265703,7828143,53.3,363830,
1350,457.281073,1346736,8.3,441944,
1351,457.296137,646320,3.5,287074,
1352,457.317399,15579825,107.1,351514,
1353,457.332655,753073,4.2,375425,
1354,457.353813,1278386,7.9,353242,
1355,457.368914,750770,4.2,391906,
1356,458.269045,1250506,7.7,379477,
1357,458.320706,4519628,30.3,373757,
1358,458.771203,999127,5.9,388352,
1359,458.800134,1257175,7.7,334620,
1360,459.083824,1185502,7.3,410677,
1361,459.120034,576607,3,480355,
1362,459.195573,684513,3.8,438655,
1363,459.231819,1048546,6.3,475538,
1364,459.260387,788834,4.5,304574,
1365,459.275597,907235,5.3,434797,
1366,459.29674,738787,4.1,494838,
1367,459.311849,923620,5.4,407251,
1368,459.327144,4376292,29.6,360127,
1369,459.348264,755940,4.3,411701,
1370,459.384822,676069,3.7,371118,
1371,460.143108,968694,5.8,347402,
1372,460.260771,1025785,6.2,371797,
1373,460.330402,1856250,12,387956,
1374,460.763457,3332867,22.3,356476,
1375,461.043167,588040,3.1,445741,
1376,461.058556,1568009,10,362028,
1377,461.13944,1676554,10.7,355360,
1378,461.157095,640523,3.5,322338,
1379,461.247576,1037324,6.2,371441,
1380,461.291206,1335821,8.3,300364,
1381,461.322637,1055246,6.4,401489,
1382,461.327076,593934,3.1,305542,
1383,461.361528,2125582,13.9,345248,
1384,461.363937,1587470,10.1,337732,
1385,462.111143,715932,4,404651,
1386,462.131,760860,4.3,487186,
1387,462.364756,627488,3.4,412617,
1388,462.760616,1345062,8.4,403556,
1389,462.779712,787238,4.5,370713,
1390,462.854435,636200,3.4,299409,
1391,462.910771,607656,3.2,358700,
1392,463.114987,22559532,156.9,353190,
1393,463.172662,2217772,14.5,319463,
1394,463.270342,1038382,6.2,421777,
1395,463.30679,1603886,10.2,378611,
1396,463.340689,954159,5.7,419935,
1397,463.343224,803375,4.6,350281,
1398,463.377214,6118191,41.8,334340,
1399,463.37989,895791,5.2,443614,
1400,463.416055,755504,4.3,463275,
1401,463.45235,1457712,9.2,340961,
1402,464.065076,734520,4.1,380204,
1403,464.118309,6275897,42.9,372261,
1404,464.125476,1960249,12.7,348411,
1405,464.175943,575930,3,429902,
1406,464.380562,1715516,11,377458,
1407,464.585403,597567,3.2,532227,
1408,465.121552,639045,3.4,447821,
1409,465.151927,5817157,39.7,359594,
1410,465.188364,5602118,38.2,359435,
1411,465.249567,1000006,6,355454,
1412,465.28385,671430,3.7,402078,
1413,465.286099,699654,3.9,251502,
1414,465.304665,23092038,160.6,349486,
1415,465.308766,981831,5.8,460107,
1416,465.319053,724551,4,240953,
1417,465.322183,1576263,10,330595,
1418,465.356447,1158471,7.1,329899,
1419,465.358797,1595975,10.1,203559,
1420,465.395193,1876807,12.1,324560,
1421,465.431595,1344840,8.4,200033,
1422,465.467945,2725192,18.1,362713,
1423,466.155367,1048654,6.3,392019,
1424,466.191638,1019727,6.1,424531,
1425,466.308051,5707600,38.9,336136,
1426,466.398536,606544,3.2,394591,
1427,466.435,674001,3.7,383397,
1428,466.471426,974417,5.8,353501,
1429,466.85167,642388,3.5,269765,
1430,466.963195,771156,4.4,442775,
1431,467.088825,2140501,14,346802,
1432,467.184234,608342,3.2,403093,
1433,467.198151,590166,3.1,394459,
1434,467.26541,681686,3.7,390827,
1435,467.301875,954199,5.7,436291,
1436,467.311584,1017431,6.1,443012,
1437,467.338263,1371479,8.6,431564,
1438,467.349357,4568919,31,353279,
1439,467.374508,3193687,21.3,374594,
1440,467.410869,18066264,125.4,352174,
1441,467.447261,2512216,16.6,364002,
1442,468.352669,1208412,7.4,350392,
1443,468.369725,677852,3.7,346084,
1444,468.377675,1234524,7.6,362848,
1445,468.414204,5817180,39.7,317470,
1446,468.450536,796764,4.6,390808,
1447,468.887782,1511262,9.6,312022,
1448,468.974099,1202014,7.4,469251,
1449,468.978621,36166496,252.1,353988,
1450,468.991082,968030,5.8,413200,
1451,469.017494,953438,5.6,405259,
1452,469.166019,879455,5.1,379531,
1453,469.177426,1015391,6.1,368534,
1454,469.284343,4336479,29.3,335648,
1455,469.317442,1082463,6.6,444051,
1456,469.353843,1701215,10.9,338969,
1457,469.364958,14064479,97.4,330292,
1458,469.380084,608351,3.2,401281,
1459,469.390059,1939039,12.5,319567,
1460,469.417628,992863,5.9,396575,
1461,469.887393,679008,3.7,387283,
1462,469.978188,9073504,62.5,346830,
1463,469.981985,2289504,15,330294,
1464,470.287707,1073248,6.5,444663,
1465,470.357177,753376,4.2,351288,
1466,470.368345,3605344,24.2,354604,
1467,470.792329,6738784,46.1,360451,
1468,470.877164,630752,3.4,349441,
1469,470.975455,5468000,37.2,331999,
1470,470.981439,752992,4.2,492150,
1471,470.983062,896352,5.2,438100,
1472,471.081342,2116960,13.8,370997,
1473,471.181622,2270560,14.9,336646,
1474,471.193009,844640,4.9,379388,
1475,471.223847,585952,3.1,328878,
1476,471.245593,582368,3.1,439422,
1477,471.260164,952160,5.6,396021,
1478,471.275285,670560,3.7,360123,
1479,471.296697,1691488,10.8,402544,
1480,471.332999,9210720,63.4,346295,
1481,471.369316,1057120,6.4,424457,
1482,471.975119,1085790,6.6,444322,
1483,471.979156,618398,3.3,282864,
1484,472.08441,613150,3.3,295006,
1485,472.336314,2627421,17.4,345369,
1486,472.788199,837724,4.9,448035,
1487,473.089129,621530,3.4,416785,
1488,473.206172,999258,6,378101,
1489,473.218471,613210,3.3,381094,
