pF [-],Water Content [Vol%],soiltype,treatment
2.21,69.45,soil,Wetting
2.23,69.45,soil,Wetting
2.251,69.45,soil,Wetting
2.271,69.45,soil,Wetting
2.291,69.45,soil,Wetting
2.311,69.45,soil,Wetting
2.331,69.45,soil,Wetting
2.351,69.44,soil,Wetting
2.371,69.44,soil,Wetting
2.391,69.44,soil,Wetting
2.411,69.43,soil,Wetting
2.431,69.42,soil,Wetting
2.451,69.41,soil,Wetting
2.471,69.38,soil,Wetting
2.491,69.33,soil,Wetting
2.511,69.25,soil,Wetting
2.531,69.13,soil,Wetting
2.551,68.92,soil,Wetting
2.571,68.57,soil,Wetting
2.591,68.01,soil,Wetting
2.611,67.11,soil,Wetting
2.631,65.7,soil,Wetting
2.651,63.57,soil,Wetting
2.671,60.49,soil,Wetting
2.691,56.37,soil,Wetting
2.711,51.35,soil,Wetting
2.731,45.89,soil,Wetting
2.752,40.63,soil,Wetting
2.772,36.1,soil,Wetting
2.792,32.55,soil,Wetting
2.812,29.97,soil,Wetting
2.832,28.18,soil,Wetting
2.852,26.99,soil,Wetting
2.872,26.21,soil,Wetting
2.892,25.71,soil,Wetting
2.912,25.39,soil,Wetting
2.932,25.18,soil,Wetting
2.952,25.05,soil,Wetting
2.972,24.97,soil,Wetting
2.992,24.92,soil,Wetting
3.012,24.89,soil,Wetting
3.032,24.87,soil,Wetting
3.052,24.85,soil,Wetting
3.072,24.85,soil,Wetting
3.092,24.84,soil,Wetting
3.112,24.84,soil,Wetting
3.132,24.84,soil,Wetting
3.152,24.83,soil,Wetting
3.172,24.83,soil,Wetting
3.192,24.83,soil,Wetting
3.212,24.83,soil,Wetting
3.232,24.83,soil,Wetting
3.253,24.83,soil,Wetting
3.273,24.83,soil,Wetting
3.293,24.83,soil,Wetting
3.313,24.83,soil,Wetting
3.333,24.83,soil,Wetting
3.353,24.83,soil,Wetting
3.373,24.83,soil,Wetting
3.393,24.83,soil,Wetting
3.413,24.83,soil,Wetting
3.433,24.83,soil,Wetting
3.453,24.83,soil,Wetting
3.473,24.83,soil,Wetting
3.493,24.83,soil,Wetting
3.513,24.83,soil,Wetting
3.533,24.83,soil,Wetting
3.553,24.83,soil,Wetting
3.573,24.83,soil,Wetting
3.593,24.83,soil,Wetting
3.613,24.83,soil,Wetting
3.633,24.83,soil,Wetting
3.653,24.83,soil,Wetting
3.673,24.83,soil,Wetting
3.693,24.83,soil,Wetting
3.713,24.83,soil,Wetting
3.733,24.83,soil,Wetting
3.754,24.83,soil,Wetting
3.774,24.83,soil,Wetting
3.794,24.83,soil,Wetting
3.814,24.83,soil,Wetting
3.834,24.83,soil,Wetting
3.854,24.83,soil,Wetting
3.874,24.83,soil,Wetting
3.894,24.83,soil,Wetting
3.914,24.83,soil,Wetting
3.934,24.83,soil,Wetting
3.954,24.83,soil,Wetting
3.974,24.83,soil,Wetting
3.994,24.83,soil,Wetting
4.014,24.83,soil,Wetting
4.034,24.83,soil,Wetting
4.054,24.83,soil,Wetting
4.074,24.83,soil,Wetting
4.094,24.83,soil,Wetting
4.114,24.83,soil,Wetting
4.134,24.83,soil,Wetting
4.154,24.83,soil,Wetting
4.174,24.83,soil,Wetting
4.194,24.83,soil,Wetting
4.214,24.83,soil,Wetting
4.234,24.83,soil,Wetting
4.255,24.83,soil,Wetting
4.275,24.83,soil,Wetting
4.295,24.83,soil,Wetting
4.315,24.83,soil,Wetting
4.335,24.83,soil,Wetting
4.355,24.83,soil,Wetting
4.375,24.83,soil,Wetting
4.395,24.83,soil,Wetting
4.415,24.83,soil,Wetting
4.435,24.83,soil,Wetting
4.455,24.83,soil,Wetting
4.475,24.83,soil,Wetting
4.495,24.83,soil,Wetting
4.515,24.83,soil,Wetting
4.535,24.83,soil,Wetting
4.555,24.83,soil,Wetting
4.575,24.83,soil,Wetting
4.595,24.83,soil,Wetting
4.615,24.83,soil,Wetting
4.635,24.83,soil,Wetting
4.655,24.83,soil,Wetting
4.675,24.83,soil,Wetting
4.695,24.83,soil,Wetting
4.715,24.83,soil,Wetting
4.735,24.83,soil,Wetting
4.756,24.83,soil,Wetting
4.776,24.83,soil,Wetting
4.796,24.83,soil,Wetting
4.816,24.83,soil,Wetting
4.836,24.83,soil,Wetting
4.856,24.83,soil,Wetting
4.876,24.83,soil,Wetting
4.896,24.83,soil,Wetting
4.916,24.83,soil,Wetting
4.936,24.83,soil,Wetting
4.956,24.83,soil,Wetting
4.976,24.83,soil,Wetting
4.996,24.83,soil,Wetting
5.016,24.83,soil,Wetting
5.036,24.83,soil,Wetting
5.056,24.83,soil,Wetting
5.076,24.83,soil,Wetting
5.096,24.83,soil,Wetting
5.116,24.83,soil,Wetting
5.136,24.83,soil,Wetting
5.156,24.83,soil,Wetting
5.176,24.83,soil,Wetting
5.196,24.83,soil,Wetting
5.216,24.83,soil,Wetting
5.236,24.83,soil,Wetting
5.257,24.83,soil,Wetting
5.277,24.83,soil,Wetting
5.297,24.83,soil,Wetting
5.317,24.83,soil,Wetting
5.337,24.83,soil,Wetting
5.357,24.83,soil,Wetting
5.377,24.83,soil,Wetting
5.397,24.83,soil,Wetting
5.417,24.83,soil,Wetting
5.437,24.83,soil,Wetting
5.457,24.83,soil,Wetting
5.477,24.83,soil,Wetting
5.497,24.83,soil,Wetting
5.517,24.83,soil,Wetting
5.537,24.83,soil,Wetting
5.557,24.83,soil,Wetting
5.577,24.83,soil,Wetting
5.597,24.83,soil,Wetting
5.617,24.83,soil,Wetting
5.637,24.83,soil,Wetting
5.657,24.83,soil,Wetting
5.677,24.83,soil,Wetting
5.697,24.83,soil,Wetting
5.717,24.83,soil,Wetting
5.737,24.83,soil,Wetting
5.758,24.83,soil,Wetting
5.778,24.83,soil,Wetting
5.798,24.83,soil,Wetting
5.818,24.83,soil,Wetting
5.838,24.83,soil,Wetting
5.858,24.83,soil,Wetting
5.878,24.83,soil,Wetting
5.898,24.83,soil,Wetting
5.918,24.83,soil,Wetting
5.938,24.83,soil,Wetting
5.958,24.83,soil,Wetting
5.978,24.83,soil,Wetting
5.998,24.83,soil,Wetting
6.018,24.83,soil,Wetting
6.038,24.83,soil,Wetting
6.058,24.83,soil,Wetting
6.078,24.83,soil,Wetting
6.098,24.83,soil,Wetting
6.118,24.83,soil,Wetting
6.138,24.83,soil,Wetting
6.158,24.83,soil,Wetting
6.178,24.83,soil,Wetting
6.198,24.83,soil,Wetting
6.218,24.83,soil,Wetting
6.238,24.83,soil,Wetting
6.259,24.83,soil,Wetting
6.279,24.83,soil,Wetting
6.299,24.83,soil,Wetting
6.319,24.83,soil,Wetting
6.339,24.83,soil,Wetting
6.359,24.83,soil,Wetting
6.379,24.83,soil,Wetting
6.399,24.83,soil,Wetting
6.419,24.83,soil,Wetting
6.439,24.83,soil,Wetting
6.459,24.83,soil,Wetting
6.479,24.83,soil,Wetting
6.499,24.83,soil,Wetting
6.519,24.83,soil,Wetting
6.539,24.83,soil,Wetting
6.559,24.83,soil,Wetting
6.579,24.83,soil,Wetting
6.599,24.83,soil,Wetting
6.619,24.83,soil,Wetting
6.639,24.83,soil,Wetting
6.659,24.83,soil,Wetting
6.679,24.83,soil,Wetting
6.699,24.83,soil,Wetting
6.719,24.83,soil,Wetting
6.739,24.83,soil,Wetting
6.76,24.83,soil,Wetting
6.78,24.83,soil,Wetting
6.8,24.83,soil,Wetting
6.82,24.83,soil,Wetting
6.84,24.83,soil,Wetting
6.86,24.83,soil,Wetting
6.88,24.83,soil,Wetting
6.9,24.83,soil,Wetting
6.92,24.83,soil,Wetting
6.94,24.83,soil,Wetting
6.96,24.83,soil,Wetting
6.98,24.83,soil,Wetting
7,24.83,soil,Wetting
-3,71.29,soil,Drying
-2.98,71.29,soil,Drying
-2.96,71.29,soil,Drying
-2.94,71.29,soil,Drying
-2.92,71.29,soil,Drying
-2.9,71.29,soil,Drying
-2.88,71.29,soil,Drying
-2.86,71.29,soil,Drying
-2.84,71.29,soil,Drying
-2.82,71.29,soil,Drying
-2.8,71.29,soil,Drying
-2.78,71.29,soil,Drying
-2.76,71.29,soil,Drying
-2.739,71.29,soil,Drying
-2.719,71.29,soil,Drying
-2.699,71.29,soil,Drying
-2.679,71.29,soil,Drying
-2.659,71.29,soil,Drying
-2.639,71.29,soil,Drying
-2.619,71.29,soil,Drying
-2.599,71.29,soil,Drying
-2.579,71.29,soil,Drying
-2.559,71.29,soil,Drying
-2.539,71.29,soil,Drying
-2.519,71.29,soil,Drying
-2.499,71.29,soil,Drying
-2.479,71.29,soil,Drying
-2.459,71.29,soil,Drying
-2.439,71.29,soil,Drying
-2.419,71.29,soil,Drying
-2.399,71.29,soil,Drying
-2.379,71.29,soil,Drying
-2.359,71.29,soil,Drying
-2.339,71.29,soil,Drying
-2.319,71.29,soil,Drying
-2.299,71.29,soil,Drying
-2.279,71.29,soil,Drying
-2.259,71.29,soil,Drying
-2.238,71.29,soil,Drying
-2.218,71.29,soil,Drying
-2.198,71.29,soil,Drying
-2.178,71.29,soil,Drying
-2.158,71.29,soil,Drying
-2.138,71.29,soil,Drying
-2.118,71.29,soil,Drying
-2.098,71.29,soil,Drying
-2.078,71.29,soil,Drying
-2.058,71.29,soil,Drying
-2.038,71.29,soil,Drying
-2.018,71.29,soil,Drying
-1.998,71.29,soil,Drying
-1.978,71.29,soil,Drying
-1.958,71.29,soil,Drying
-1.938,71.29,soil,Drying
-1.918,71.29,soil,Drying
-1.898,71.29,soil,Drying
-1.878,71.29,soil,Drying
-1.858,71.29,soil,Drying
-1.838,71.29,soil,Drying
-1.818,71.29,soil,Drying
-1.798,71.29,soil,Drying
-1.778,71.29,soil,Drying
-1.758,71.29,soil,Drying
-1.737,71.29,soil,Drying
-1.717,71.29,soil,Drying
-1.697,71.29,soil,Drying
-1.677,71.29,soil,Drying
-1.657,71.29,soil,Drying
-1.637,71.29,soil,Drying
-1.617,71.29,soil,Drying
-1.597,71.29,soil,Drying
-1.577,71.29,soil,Drying
-1.557,71.29,soil,Drying
-1.537,71.29,soil,Drying
-1.517,71.29,soil,Drying
-1.497,71.29,soil,Drying
-1.477,71.29,soil,Drying
-1.457,71.29,soil,Drying
-1.437,71.29,soil,Drying
-1.417,71.29,soil,Drying
-1.397,71.29,soil,Drying
-1.377,71.29,soil,Drying
-1.357,71.29,soil,Drying
-1.337,71.29,soil,Drying
-1.317,71.29,soil,Drying
-1.297,71.29,soil,Drying
-1.277,71.29,soil,Drying
-1.257,71.29,soil,Drying
-1.236,71.29,soil,Drying
-1.216,71.29,soil,Drying
-1.196,71.29,soil,Drying
-1.176,71.29,soil,Drying
-1.156,71.29,soil,Drying
-1.136,71.29,soil,Drying
-1.116,71.29,soil,Drying
-1.096,71.29,soil,Drying
-1.076,71.29,soil,Drying
-1.056,71.29,soil,Drying
-1.036,71.29,soil,Drying
-1.016,71.29,soil,Drying
-0.996,71.29,soil,Drying
-0.976,71.29,soil,Drying
-0.956,71.29,soil,Drying
-0.936,71.29,soil,Drying
-0.916,71.29,soil,Drying
-0.896,71.29,soil,Drying
-0.876,71.29,soil,Drying
-0.856,71.29,soil,Drying
-0.836,71.29,soil,Drying
-0.816,71.29,soil,Drying
-0.796,71.29,soil,Drying
-0.776,71.29,soil,Drying
-0.756,71.29,soil,Drying
-0.735,71.29,soil,Drying
-0.715,71.29,soil,Drying
-0.695,71.29,soil,Drying
-0.675,71.29,soil,Drying
-0.655,71.29,soil,Drying
-0.635,71.29,soil,Drying
-0.615,71.29,soil,Drying
-0.595,71.29,soil,Drying
-0.575,71.29,soil,Drying
-0.555,71.29,soil,Drying
-0.535,71.29,soil,Drying
-0.515,71.29,soil,Drying
-0.495,71.29,soil,Drying
-0.475,71.29,soil,Drying
-0.455,71.29,soil,Drying
-0.435,71.29,soil,Drying
-0.415,71.29,soil,Drying
-0.395,71.29,soil,Drying
-0.375,71.29,soil,Drying
-0.355,71.29,soil,Drying
-0.335,71.29,soil,Drying
-0.315,71.29,soil,Drying
-0.295,71.29,soil,Drying
-0.275,71.29,soil,Drying
-0.255,71.29,soil,Drying
-0.234,71.29,soil,Drying
-0.214,71.29,soil,Drying
-0.194,71.29,soil,Drying
-0.174,71.29,soil,Drying
-0.154,71.29,soil,Drying
-0.134,71.29,soil,Drying
-0.114,71.29,soil,Drying
-0.094,71.29,soil,Drying
-0.074,71.29,soil,Drying
-0.054,71.29,soil,Drying
-0.034,71.29,soil,Drying
-0.014,71.29,soil,Drying
0.006,71.29,soil,Drying
0.026,71.29,soil,Drying
0.046,71.29,soil,Drying
0.066,71.29,soil,Drying
0.086,71.29,soil,Drying
0.106,71.29,soil,Drying
0.126,71.29,soil,Drying
0.146,71.29,soil,Drying
0.166,71.29,soil,Drying
0.186,71.29,soil,Drying
0.206,71.29,soil,Drying
0.226,71.29,soil,Drying
0.246,71.29,soil,Drying
0.267,71.29,soil,Drying
0.287,71.29,soil,Drying
0.307,71.29,soil,Drying
0.327,71.29,soil,Drying
0.347,71.29,soil,Drying
0.367,71.29,soil,Drying
0.387,71.29,soil,Drying
0.407,71.29,soil,Drying
0.427,71.29,soil,Drying
0.447,71.29,soil,Drying
0.467,71.29,soil,Drying
0.487,71.29,soil,Drying
0.507,71.29,soil,Drying
0.527,71.29,soil,Drying
0.547,71.29,soil,Drying
0.567,71.29,soil,Drying
0.587,71.29,soil,Drying
0.607,71.28,soil,Drying
0.627,71.28,soil,Drying
0.647,71.27,soil,Drying
0.667,71.27,soil,Drying
0.687,71.26,soil,Drying
0.707,71.25,soil,Drying
0.727,71.23,soil,Drying
0.747,71.21,soil,Drying
0.768,71.18,soil,Drying
0.788,71.14,soil,Drying
0.808,71.1,soil,Drying
0.828,71.03,soil,Drying
0.848,70.95,soil,Drying
0.868,70.85,soil,Drying
0.888,70.71,soil,Drying
0.908,70.53,soil,Drying
0.928,70.31,soil,Drying
0.948,70.03,soil,Drying
0.968,69.68,soil,Drying
0.988,69.25,soil,Drying
1.008,68.74,soil,Drying
1.028,68.13,soil,Drying
1.048,67.43,soil,Drying
1.068,66.64,soil,Drying
1.088,65.77,soil,Drying
1.108,64.83,soil,Drying
1.128,63.82,soil,Drying
1.148,62.78,soil,Drying
1.168,61.7,soil,Drying
1.188,60.61,soil,Drying
1.208,59.51,soil,Drying
1.228,58.42,soil,Drying
1.248,57.34,soil,Drying
1.269,56.27,soil,Drying
1.289,55.23,soil,Drying
1.309,54.21,soil,Drying
1.329,53.22,soil,Drying
1.349,52.26,soil,Drying
1.369,51.32,soil,Drying
1.389,50.41,soil,Drying
1.409,49.53,soil,Drying
1.429,48.68,soil,Drying
1.449,47.85,soil,Drying
1.469,47.06,soil,Drying
1.489,46.28,soil,Drying
1.509,45.54,soil,Drying
1.529,44.81,soil,Drying
1.549,44.11,soil,Drying
1.569,43.44,soil,Drying
1.589,42.78,soil,Drying
1.609,42.15,soil,Drying
1.629,41.54,soil,Drying
1.649,40.95,soil,Drying
1.669,40.38,soil,Drying
1.689,39.83,soil,Drying
1.709,39.3,soil,Drying
1.729,38.78,soil,Drying
1.749,38.28,soil,Drying
1.77,37.8,soil,Drying
1.79,37.33,soil,Drying
1.81,36.88,soil,Drying
1.83,36.45,soil,Drying
1.85,36.03,soil,Drying
1.87,35.62,soil,Drying
1.89,35.23,soil,Drying
1.91,34.85,soil,Drying
1.93,34.48,soil,Drying
1.95,34.13,soil,Drying
1.97,33.78,soil,Drying
1.99,33.45,soil,Drying
2.01,33.13,soil,Drying
2.03,32.82,soil,Drying
2.05,32.52,soil,Drying
2.07,32.23,soil,Drying
2.09,31.95,soil,Drying
2.11,31.68,soil,Drying
2.13,31.42,soil,Drying
2.15,31.17,soil,Drying
2.17,30.92,soil,Drying
2.19,30.69,soil,Drying
2.21,30.46,soil,Drying
2.23,30.24,soil,Drying
2.251,30.02,soil,Drying
2.271,29.82,soil,Drying
2.291,29.62,soil,Drying
2.311,29.43,soil,Drying
2.331,29.24,soil,Drying
2.351,29.06,soil,Drying
2.371,28.89,soil,Drying
2.391,28.72,soil,Drying
2.411,28.55,soil,Drying
2.431,28.4,soil,Drying
2.451,28.25,soil,Drying
2.471,28.1,soil,Drying
2.491,27.96,soil,Drying
2.511,27.82,soil,Drying
2.531,27.69,soil,Drying
2.551,27.56,soil,Drying
2.571,27.43,soil,Drying
2.591,27.32,soil,Drying
2.611,27.2,soil,Drying
2.631,27.09,soil,Drying
2.651,26.98,soil,Drying
2.671,26.87,soil,Drying
2.691,26.77,soil,Drying
2.711,26.68,soil,Drying
2.731,26.58,soil,Drying
2.752,26.49,soil,Drying
2.772,26.4,soil,Drying
2.792,26.32,soil,Drying
2.812,26.23,soil,Drying
2.832,26.15,soil,Drying
2.852,26.08,soil,Drying
2.872,26,soil,Drying
2.892,25.93,soil,Drying
2.912,25.86,soil,Drying
2.932,25.79,soil,Drying
2.952,25.73,soil,Drying
2.972,25.67,soil,Drying
2.992,25.6,soil,Drying
3.012,25.55,soil,Drying
3.032,25.49,soil,Drying
3.052,25.43,soil,Drying
3.072,25.38,soil,Drying
3.092,25.33,soil,Drying
3.112,25.28,soil,Drying
3.132,25.23,soil,Drying
3.152,25.19,soil,Drying
3.172,25.14,soil,Drying
3.192,25.1,soil,Drying
3.212,25.06,soil,Drying
3.232,25.02,soil,Drying
3.253,24.98,soil,Drying
3.273,24.94,soil,Drying
3.293,24.9,soil,Drying
3.313,24.87,soil,Drying
3.333,24.83,soil,Drying
3.353,24.8,soil,Drying
3.373,24.77,soil,Drying
3.393,24.74,soil,Drying
3.413,24.71,soil,Drying
3.433,24.68,soil,Drying
3.453,24.65,soil,Drying
3.473,24.62,soil,Drying
3.493,24.6,soil,Drying
3.513,24.57,soil,Drying
3.533,24.55,soil,Drying
3.553,24.52,soil,Drying
3.573,24.5,soil,Drying
3.593,24.48,soil,Drying
3.613,24.46,soil,Drying
3.633,24.44,soil,Drying
3.653,24.42,soil,Drying
3.673,24.4,soil,Drying
3.693,24.38,soil,Drying
3.713,24.36,soil,Drying
3.733,24.35,soil,Drying
3.754,24.33,soil,Drying
3.774,24.31,soil,Drying
3.794,24.3,soil,Drying
3.814,24.28,soil,Drying
3.834,24.27,soil,Drying
3.854,24.25,soil,Drying
3.874,24.24,soil,Drying
3.894,24.23,soil,Drying
3.914,24.21,soil,Drying
3.934,24.2,soil,Drying
3.954,24.19,soil,Drying
3.974,24.18,soil,Drying
3.994,24.17,soil,Drying
4.014,24.16,soil,Drying
4.034,24.15,soil,Drying
4.054,24.14,soil,Drying
4.074,24.13,soil,Drying
4.094,24.12,soil,Drying
4.114,24.11,soil,Drying
4.134,24.1,soil,Drying
4.154,24.09,soil,Drying
4.174,24.08,soil,Drying
4.194,24.07,soil,Drying
4.214,24.07,soil,Drying
4.234,24.06,soil,Drying
4.255,24.05,soil,Drying
4.275,24.04,soil,Drying
4.295,24.04,soil,Drying
4.315,24.03,soil,Drying
4.335,24.03,soil,Drying
4.355,24.02,soil,Drying
4.375,24.01,soil,Drying
4.395,24.01,soil,Drying
4.415,24,soil,Drying
4.435,24,soil,Drying
4.455,23.99,soil,Drying
4.475,23.99,soil,Drying
4.495,23.98,soil,Drying
4.515,23.98,soil,Drying
4.535,23.97,soil,Drying
4.555,23.97,soil,Drying
4.575,23.96,soil,Drying
4.595,23.96,soil,Drying
4.615,23.96,soil,Drying
4.635,23.95,soil,Drying
4.655,23.95,soil,Drying
4.675,23.95,soil,Drying
4.695,23.94,soil,Drying
4.715,23.94,soil,Drying
4.735,23.94,soil,Drying
4.756,23.93,soil,Drying
4.776,23.93,soil,Drying
4.796,23.93,soil,Drying
4.816,23.92,soil,Drying
4.836,23.92,soil,Drying
4.856,23.92,soil,Drying
4.876,23.92,soil,Drying
4.896,23.91,soil,Drying
4.916,23.91,soil,Drying
4.936,23.91,soil,Drying
4.956,23.91,soil,Drying
4.976,23.91,soil,Drying
4.996,23.9,soil,Drying
5.016,23.9,soil,Drying
5.036,23.9,soil,Drying
5.056,23.9,soil,Drying
5.076,23.9,soil,Drying
5.096,23.89,soil,Drying
5.116,23.89,soil,Drying
5.136,23.89,soil,Drying
5.156,23.89,soil,Drying
5.176,23.89,soil,Drying
5.196,23.89,soil,Drying
5.216,23.89,soil,Drying
5.236,23.88,soil,Drying
5.257,23.88,soil,Drying
5.277,23.88,soil,Drying
5.297,23.88,soil,Drying
5.317,23.88,soil,Drying
5.337,23.88,soil,Drying
5.357,23.88,soil,Drying
5.377,23.88,soil,Drying
5.397,23.87,soil,Drying
5.417,23.87,soil,Drying
5.437,23.87,soil,Drying
5.457,23.87,soil,Drying
5.477,23.87,soil,Drying
5.497,23.87,soil,Drying
5.517,23.87,soil,Drying
5.537,23.87,soil,Drying
5.557,23.87,soil,Drying
5.577,23.87,soil,Drying
5.597,23.87,soil,Drying
5.617,23.87,soil,Drying
5.637,23.86,soil,Drying
5.657,23.86,soil,Drying
5.677,23.86,soil,Drying
5.697,23.86,soil,Drying
5.717,23.86,soil,Drying
5.737,23.86,soil,Drying
5.758,23.86,soil,Drying
5.778,23.86,soil,Drying
5.798,23.86,soil,Drying
5.818,23.86,soil,Drying
5.838,23.86,soil,Drying
5.858,23.86,soil,Drying
5.878,23.86,soil,Drying
5.898,23.86,soil,Drying
5.918,23.86,soil,Drying
5.938,23.86,soil,Drying
5.958,23.86,soil,Drying
5.978,23.86,soil,Drying
5.998,23.86,soil,Drying
6.018,23.85,soil,Drying
6.038,23.85,soil,Drying
6.058,23.85,soil,Drying
6.078,23.85,soil,Drying
6.098,23.85,soil,Drying
6.118,23.85,soil,Drying
6.138,23.85,soil,Drying
6.158,23.85,soil,Drying
6.178,23.85,soil,Drying
6.198,23.85,soil,Drying
6.218,23.85,soil,Drying
6.238,23.85,soil,Drying
6.259,23.85,soil,Drying
6.279,23.85,soil,Drying
6.299,23.85,soil,Drying
6.319,23.85,soil,Drying
6.339,23.85,soil,Drying
6.359,23.85,soil,Drying
6.379,23.85,soil,Drying
6.399,23.85,soil,Drying
6.419,23.85,soil,Drying
6.439,23.85,soil,Drying
6.459,23.85,soil,Drying
6.479,23.85,soil,Drying
6.499,23.85,soil,Drying
6.519,23.85,soil,Drying
6.539,23.85,soil,Drying
6.559,23.85,soil,Drying
6.579,23.85,soil,Drying
6.599,23.85,soil,Drying
6.619,23.85,soil,Drying
6.639,23.85,soil,Drying
6.659,23.85,soil,Drying
6.679,23.85,soil,Drying
6.699,23.85,soil,Drying
6.719,23.85,soil,Drying
6.739,23.85,soil,Drying
6.76,23.85,soil,Drying
6.78,23.85,soil,Drying
6.8,23.85,soil,Drying
6.82,23.85,soil,Drying
6.84,23.85,soil,Drying
6.86,23.85,soil,Drying
6.88,23.85,soil,Drying
6.9,23.85,soil,Drying
6.92,23.85,soil,Drying
6.94,23.85,soil,Drying
6.96,23.85,soil,Drying
6.98,23.85,soil,Drying
7,23.85,soil,Drying
-3,68.87,soil_sand,Drying
-2.98,68.87,soil_sand,Drying
-2.96,68.87,soil_sand,Drying
-2.94,68.87,soil_sand,Drying
-2.92,68.87,soil_sand,Drying
-2.9,68.87,soil_sand,Drying
-2.88,68.87,soil_sand,Drying
-2.86,68.87,soil_sand,Drying
-2.84,68.87,soil_sand,Drying
-2.82,68.87,soil_sand,Drying
-2.8,68.87,soil_sand,Drying
-2.78,68.87,soil_sand,Drying
-2.76,68.87,soil_sand,Drying
-2.739,68.87,soil_sand,Drying
-2.719,68.87,soil_sand,Drying
-2.699,68.87,soil_sand,Drying
-2.679,68.87,soil_sand,Drying
-2.659,68.87,soil_sand,Drying
-2.639,68.87,soil_sand,Drying
-2.619,68.87,soil_sand,Drying
-2.599,68.87,soil_sand,Drying
-2.579,68.87,soil_sand,Drying
-2.559,68.87,soil_sand,Drying
-2.539,68.87,soil_sand,Drying
-2.519,68.87,soil_sand,Drying
-2.499,68.87,soil_sand,Drying
-2.479,68.87,soil_sand,Drying
-2.459,68.87,soil_sand,Drying
-2.439,68.87,soil_sand,Drying
-2.419,68.87,soil_sand,Drying
-2.399,68.87,soil_sand,Drying
-2.379,68.87,soil_sand,Drying
-2.359,68.87,soil_sand,Drying
-2.339,68.87,soil_sand,Drying
-2.319,68.87,soil_sand,Drying
-2.299,68.87,soil_sand,Drying
-2.279,68.87,soil_sand,Drying
-2.259,68.87,soil_sand,Drying
-2.238,68.87,soil_sand,Drying
-2.218,68.87,soil_sand,Drying
-2.198,68.87,soil_sand,Drying
-2.178,68.87,soil_sand,Drying
-2.158,68.87,soil_sand,Drying
-2.138,68.87,soil_sand,Drying
-2.118,68.87,soil_sand,Drying
-2.098,68.87,soil_sand,Drying
-2.078,68.87,soil_sand,Drying
-2.058,68.87,soil_sand,Drying
-2.038,68.87,soil_sand,Drying
-2.018,68.87,soil_sand,Drying
-1.998,68.87,soil_sand,Drying
-1.978,68.87,soil_sand,Drying
-1.958,68.87,soil_sand,Drying
-1.938,68.87,soil_sand,Drying
-1.918,68.87,soil_sand,Drying
-1.898,68.87,soil_sand,Drying
-1.878,68.87,soil_sand,Drying
-1.858,68.87,soil_sand,Drying
-1.838,68.87,soil_sand,Drying
-1.818,68.87,soil_sand,Drying
-1.798,68.87,soil_sand,Drying
-1.778,68.87,soil_sand,Drying
-1.758,68.87,soil_sand,Drying
-1.737,68.87,soil_sand,Drying
-1.717,68.87,soil_sand,Drying
-1.697,68.87,soil_sand,Drying
-1.677,68.87,soil_sand,Drying
-1.657,68.87,soil_sand,Drying
-1.637,68.87,soil_sand,Drying
-1.617,68.87,soil_sand,Drying
-1.597,68.87,soil_sand,Drying
-1.577,68.87,soil_sand,Drying
-1.557,68.87,soil_sand,Drying
-1.537,68.87,soil_sand,Drying
-1.517,68.87,soil_sand,Drying
-1.497,68.87,soil_sand,Drying
-1.477,68.87,soil_sand,Drying
-1.457,68.87,soil_sand,Drying
-1.437,68.87,soil_sand,Drying
-1.417,68.87,soil_sand,Drying
-1.397,68.87,soil_sand,Drying
-1.377,68.87,soil_sand,Drying
-1.357,68.87,soil_sand,Drying
-1.337,68.87,soil_sand,Drying
-1.317,68.87,soil_sand,Drying
-1.297,68.87,soil_sand,Drying
-1.277,68.87,soil_sand,Drying
-1.257,68.87,soil_sand,Drying
-1.236,68.87,soil_sand,Drying
-1.216,68.87,soil_sand,Drying
-1.196,68.87,soil_sand,Drying
-1.176,68.87,soil_sand,Drying
-1.156,68.87,soil_sand,Drying
-1.136,68.87,soil_sand,Drying
-1.116,68.87,soil_sand,Drying
-1.096,68.87,soil_sand,Drying
-1.076,68.87,soil_sand,Drying
-1.056,68.87,soil_sand,Drying
-1.036,68.87,soil_sand,Drying
-1.016,68.87,soil_sand,Drying
-0.996,68.87,soil_sand,Drying
-0.976,68.87,soil_sand,Drying
-0.956,68.87,soil_sand,Drying
-0.936,68.87,soil_sand,Drying
-0.916,68.87,soil_sand,Drying
-0.896,68.87,soil_sand,Drying
-0.876,68.87,soil_sand,Drying
-0.856,68.87,soil_sand,Drying
-0.836,68.87,soil_sand,Drying
-0.816,68.87,soil_sand,Drying
-0.796,68.87,soil_sand,Drying
-0.776,68.87,soil_sand,Drying
-0.756,68.87,soil_sand,Drying
-0.735,68.87,soil_sand,Drying
-0.715,68.87,soil_sand,Drying
-0.695,68.87,soil_sand,Drying
-0.675,68.87,soil_sand,Drying
-0.655,68.87,soil_sand,Drying
-0.635,68.87,soil_sand,Drying
-0.615,68.87,soil_sand,Drying
-0.595,68.87,soil_sand,Drying
-0.575,68.87,soil_sand,Drying
-0.555,68.87,soil_sand,Drying
-0.535,68.87,soil_sand,Drying
-0.515,68.87,soil_sand,Drying
-0.495,68.87,soil_sand,Drying
-0.475,68.87,soil_sand,Drying
-0.455,68.87,soil_sand,Drying
-0.435,68.87,soil_sand,Drying
-0.415,68.87,soil_sand,Drying
-0.395,68.87,soil_sand,Drying
